#             eta             phi             dep             det    value      DetId
               20              46               2              HE  1.18667   4400AA2E
               16              47               3              HE  1.10913   4400E82F
               17              47               1              HE  1.10002   440068AF
               18              47               1              HE  1.15312   4400692F
               18              47               2              HE  0.95442   4400A92F
               19              47               1              HE  1.26483   440069AF
               19              47               2              HE  1.10670   4400A9AF
               20              47               1              HE  1.00816   44006A2F
               20              47               2              HE  1.10844   4400AA2F
               21              47               1              HE  1.05909   44006AAF
               21              47               2              HE  1.02556   4400AAAF
               22              47               1              HE  1.27322   44006B2F
               22              47               2              HE  1.32432   4400AB2F
               23              47               1              HE  1.02095   44006BAF
               23              47               2              HE  1.01282   4400ABAF
               24              47               1              HE  0.97250   44006C2F
               24              47               2              HE  1.06118   4400AC2F
               25              47               1              HE  1.06589   44006CAF
               25              47               2              HE  1.07295   4400ACAF
               26              47               1              HE  1.02742   44006D2F
               26              47               2              HE  1.14303   4400AD2F
               27              47               1              HE  1.01212   44006DAF
               27              47               2              HE  1.16630   4400ADAF
               27              47               3              HE  0.97154   4400EDAF
               28              47               1              HE  1.10772   44006E2F
               28              47               2              HE  1.05599   4400AE2F
               28              47               3              HE  1.04335   4400EE2F
               29              47               1              HE  1.11025   44006EAF
               29              47               2              HE  0.99359   4400AEAF
               16              48               3              HE  1.05153   4400E830
               17              48               1              HE  1.05742   440068B0
               18              48               1              HE  1.13597   44006930
               18              48               2              HE  1.23206   4400A930
               19              48               1              HE  1.08804   440069B0
               19              48               2              HE  1.08158   4400A9B0
               20              48               1              HE  1.09841   44006A30
               20              48               2              HE  1.23896   4400AA30
               16              49               3              HE  1.13899   4400E831
               17              49               1              HE  1.17647   440068B1
               18              49               1              HE  1.21819   44006931
               18              49               2              HE  1.19476   4400A931
               19              49               1              HE  1.24436   440069B1
               19              49               2              HE  1.21887   4400A9B1
               20              49               1              HE  1.20531   44006A31
               20              49               2              HE  1.02576   4400AA31
               21              49               1              HE  1.12214   44006AB1
               21              49               2              HE  1.12270   4400AAB1
               22              49               1              HE  1.27435   44006B31
               22              49               2              HE  1.27756   4400AB31
               23              49               1              HE  1.20365   44006BB1
               23              49               2              HE  1.08332   4400ABB1
               24              49               1              HE  1.13134   44006C31
               24              49               2              HE  1.22212   4400AC31
               25              49               1              HE  0.98940   44006CB1
               25              49               2              HE  1.05007   4400ACB1
               26              49               1              HE  1.07637   44006D31
               26              49               2              HE  1.15403   4400AD31
               27              49               1              HE  0.77086   44006DB1
               27              49               2              HE  1.17728   4400ADB1
               27              49               3              HE  1.09631   4400EDB1
               28              49               1              HE  1.19293   44006E31
               28              49               2              HE  1.13507   4400AE31
               28              49               3              HE  1.12389   4400EE31
               29              49               1              HE  1.27139   44006EB1
               29              49               2              HE  1.18237   4400AEB1
               16              50               3              HE  1.05033   4400E832
               17              50               1              HE  1.25583   440068B2
               18              50               1              HE  1.18630   44006932
               18              50               2              HE  1.10063   4400A932
               19              50               1              HE  1.15242   440069B2
               19              50               2              HE  1.05238   4400A9B2
               20              50               1              HE  1.16250   44006A32
               20              50               2              HE  1.03914   4400AA32
               16              51               3              HE  1.05572   4400E833
               17              51               1              HE  1.06511   440068B3
               18              51               1              HE  1.26060   44006933
               18              51               2              HE  1.06359   4400A933
               19              51               1              HE  1.35822   440069B3
               19              51               2              HE  0.92390   4400A9B3
               20              51               1              HE  1.19216   44006A33
               20              51               2              HE  0.97601   4400AA33
               21              51               1              HE  1.12157   44006AB3
               21              51               2              HE  1.07204   4400AAB3
               22              51               1              HE  1.22398   44006B33
               22              51               2              HE  1.34660   4400AB33
               23              51               1              HE  0.76263   44006BB3
               23              51               2              HE  0.95742   4400ABB3
               24              51               1              HE  1.08872   44006C33
               24              51               2              HE  1.14760   4400AC33
               25              51               1              HE  1.14870   44006CB3
               25              51               2              HE  1.20007   4400ACB3
               26              51               1              HE  1.17275   44006D33
               26              51               2              HE  1.05837   4400AD33
               27              51               1              HE  1.24831   44006DB3
               27              51               2              HE  1.11476   4400ADB3
               27              51               3              HE  1.07372   4400EDB3
               28              51               1              HE  1.10612   44006E33
               28              51               2              HE  1.09853   4400AE33
               28              51               3              HE  1.10696   4400EE33
               29              51               1              HE  1.21249   44006EB3
               29              51               2              HE  1.14153   4400AEB3
               16              52               3              HE  1.11511   4400E834
               17              52               1              HE  1.14008   440068B4
               18              52               1              HE  1.24409   44006934
               18              52               2              HE  1.04944   4400A934
               19              52               1              HE  1.02625   440069B4
               19              52               2              HE  1.16836   4400A9B4
               20              52               1              HE  1.01968   44006A34
               20              52               2              HE  1.09724   4400AA34
               16              53               3              HE  1.07007   4400E835
               17              53               1              HE  1.15028   440068B5
               18              53               1              HE  0.99113   44006935
               18              53               2              HE  1.32948   4400A935
               19              53               1              HE  1.23752   440069B5
               19              53               2              HE  1.17152   4400A9B5
               20              53               1              HE  1.06307   44006A35
               20              53               2              HE  1.33766   4400AA35
               21              53               1              HE  1.16974   44006AB5
               21              53               2              HE  1.18615   4400AAB5
               22              53               1              HE  1.26469   44006B35
               22              53               2              HE  1.20193   4400AB35
               23              53               1              HE  1.19404   44006BB5
               23              53               2              HE  1.02143   4400ABB5
               24              53               1              HE  1.10608   44006C35
               24              53               2              HE  1.11256   4400AC35
               25              53               1              HE  1.16329   44006CB5
               25              53               2              HE  1.13301   4400ACB5
               26              53               1              HE  0.82791   44006D35
               26              53               2              HE  1.10700   4400AD35
               27              53               1              HE  1.11828   44006DB5
               27              53               2              HE  1.11093   4400ADB5
               27              53               3              HE  1.04294   4400EDB5
               28              53               1              HE  1.11959   44006E35
               28              53               2              HE  1.14147   4400AE35
               28              53               3              HE  1.20706   4400EE35
               29              53               1              HE  1.16054   44006EB5
               29              53               2              HE  1.03786   4400AEB5
               16              54               3              HE  1.09938   4400E836
               17              54               1              HE  1.21872   440068B6
               18              54               1              HE  1.18851   44006936
               18              54               2              HE  1.20472   4400A936
               19              54               1              HE  0.84660   440069B6
               19              54               2              HE  1.14626   4400A9B6
               20              54               1              HE  1.25424   44006A36
               20              54               2              HE  1.03826   4400AA36
               16              55               3              HE  1.15889   4400E837
               17              55               1              HE  1.08162   440068B7
               18              55               1              HE  1.10528   44006937
               18              55               2              HE  1.16605   4400A937
               19              55               1              HE  1.17755   440069B7
               19              55               2              HE  1.16640   4400A9B7
               20              55               1              HE  1.15797   44006A37
               20              55               2              HE  0.96138   4400AA37
               21              55               1              HE  1.15044   44006AB7
               21              55               2              HE  1.04940   4400AAB7
               22              55               1              HE  1.27601   44006B37
               22              55               2              HE  1.28588   4400AB37
               23              55               1              HE  1.09240   44006BB7
               23              55               2              HE  1.06737   4400ABB7
               24              55               1              HE  1.24966   44006C37
               24              55               2              HE  1.20494   4400AC37
               25              55               1              HE  1.12231   44006CB7
               25              55               2              HE  1.10490   4400ACB7
               26              55               1              HE  1.13749   44006D37
               26              55               2              HE  1.06845   4400AD37
               27              55               1              HE  1.22349   44006DB7
               27              55               2              HE  1.09455   4400ADB7
               27              55               3              HE  1.12073   4400EDB7
               28              55               1              HE  1.17424   44006E37
               28              55               2              HE  1.14221   4400AE37
               28              55               3              HE  1.13667   4400EE37
               29              55               1              HE  1.20724   44006EB7
               29              55               2              HE  1.22164   4400AEB7
               16              56               3              HE  1.10194   4400E838
               17              56               1              HE  0.90547   440068B8
               18              56               1              HE  1.15309   44006938
               18              56               2              HE  1.30616   4400A938
               19              56               1              HE  1.23947   440069B8
               19              56               2              HE  1.14437   4400A9B8
               20              56               1              HE  1.13618   44006A38
               20              56               2              HE  0.74597   4400AA38
               16              57               3              HE  1.08427   4400E839
               17              57               1              HE  1.02226   440068B9
               18              57               1              HE  1.15459   44006939
               18              57               2              HE  1.06769   4400A939
               19              57               1              HE  1.21626   440069B9
               19              57               2              HE  1.19057   4400A9B9
               20              57               1              HE  1.18424   44006A39
               20              57               2              HE  0.95098   4400AA39
               21              57               1              HE  1.20580   44006AB9
               21              57               2              HE  1.17498   4400AAB9
               22              57               1              HE  1.24284   44006B39
               22              57               2              HE  0.99445   4400AB39
               23              57               1              HE  1.21935   44006BB9
               23              57               2              HE  1.01125   4400ABB9
               24              57               1              HE  1.12077   44006C39
               24              57               2              HE  1.22999   4400AC39
               25              57               1              HE  1.16133   44006CB9
               25              57               2              HE  1.23905   4400ACB9
               26              57               1              HE  1.20796   44006D39
               26              57               2              HE  0.95934   4400AD39
               27              57               1              HE  1.08430   44006DB9
               27              57               2              HE  1.12252   4400ADB9
               27              57               3              HE  1.03559   4400EDB9
               28              57               1              HE  1.17612   44006E39
               28              57               2              HE  1.20987   4400AE39
               28              57               3              HE  1.09358   4400EE39
               29              57               1              HE  1.13974   44006EB9
               29              57               2              HE  1.09481   4400AEB9
               16              58               3              HE  1.17907   4400E83A
               17              58               1              HE  1.02037   440068BA
               18              58               1              HE  1.09926   4400693A
               18              58               2              HE  0.90306   4400A93A
               19              58               1              HE  1.04031   440069BA
               19              58               2              HE  1.10368   4400A9BA
               20              58               1              HE  1.11679   44006A3A
               20              58               2              HE  1.37205   4400AA3A
               16              59               3              HE  0.96408   4400E83B
               17              59               1              HE  0.83465   440068BB
               18              59               1              HE  1.22141   4400693B
               18              59               2              HE  1.02396   4400A93B
               19              59               1              HE  1.11403   440069BB
               19              59               2              HE  1.16240   4400A9BB
               20              59               1              HE  1.10935   44006A3B
               20              59               2              HE  1.27017   4400AA3B
               21              59               1              HE  1.05612   44006ABB
               21              59               2              HE  1.16226   4400AABB
               22              59               1              HE  1.21223   44006B3B
               22              59               2              HE  1.14658   4400AB3B
               23              59               1              HE  0.91424   44006BBB
               23              59               2              HE  1.20273   4400ABBB
               24              59               1              HE  1.15986   44006C3B
               24              59               2              HE  1.10659   4400AC3B
               25              59               1              HE  1.15104   44006CBB
               25              59               2              HE  1.03045   4400ACBB
               26              59               1              HE  1.17829   44006D3B
               26              59               2              HE  1.25967   4400AD3B
               27              59               1              HE  1.04547   44006DBB
               27              59               2              HE  1.20671   4400ADBB
               27              59               3              HE  1.00362   4400EDBB
               28              59               1              HE  1.11500   44006E3B
               28              59               2              HE  1.03708   4400AE3B
               28              59               3              HE  0.98579   4400EE3B
               29              59               1              HE  1.11984   44006EBB
               29              59               2              HE  0.98421   4400AEBB
               16              60               3              HE  1.05555   4400E83C
               17              60               1              HE  1.12806   440068BC
               18              60               1              HE  1.12589   4400693C
               18              60               2              HE  1.07922   4400A93C
               19              60               1              HE  1.07856   440069BC
               19              60               2              HE  1.10267   4400A9BC
               20              60               1              HE  1.06716   44006A3C
               20              60               2              HE  1.13213   4400AA3C
               16              61               3              HE  1.10024   4400E83D
               17              61               1              HE  1.14939   440068BD
               18              61               1              HE  1.18069   4400693D
               18              61               2              HE  1.04422   4400A93D
               19              61               1              HE  1.17455   440069BD
               19              61               2              HE  0.78135   4400A9BD
               20              61               1              HE  1.01499   44006A3D
               20              61               2              HE  0.84076   4400AA3D
               21              61               1              HE  0.93971   44006ABD
               21              61               2              HE  1.28658   4400AABD
               22              61               1              HE  1.19575   44006B3D
               22              61               2              HE  0.92029   4400AB3D
               23              61               1              HE  1.07128   44006BBD
               23              61               2              HE  1.09638   4400ABBD
               24              61               1              HE  0.80130   44006C3D
               24              61               2              HE  1.09776   4400AC3D
               25              61               1              HE  1.12614   44006CBD
               25              61               2              HE  1.11422   4400ACBD
               26              61               1              HE  1.20298   44006D3D
               26              61               2              HE  1.09450   4400AD3D
               27              61               1              HE  1.00585   44006DBD
               27              61               2              HE  1.09770   4400ADBD
               27              61               3              HE  1.07727   4400EDBD
               28              61               1              HE  1.03175   44006E3D
               28              61               2              HE  1.13537   4400AE3D
               28              61               3              HE  1.11858   4400EE3D
               29              61               1              HE  1.10519   44006EBD
               29              61               2              HE  1.06264   4400AEBD
               16              62               3              HE  1.04821   4400E83E
               17              62               1              HE  1.09836   440068BE
               18              62               1              HE  0.59934   4400693E
               18              62               2              HE  0.89792   4400A93E
               19              62               1              HE  1.25263   440069BE
               19              62               2              HE  1.03262   4400A9BE
               20              62               1              HE  1.14404   44006A3E
               20              62               2              HE  1.13207   4400AA3E
               16              63               3              HE  1.07026   4400E83F
               17              63               1              HE  1.05896   440068BF
               18              63               1              HE  1.15253   4400693F
               18              63               2              HE  1.17829   4400A93F
               19              63               1              HE  1.14191   440069BF
               19              63               2              HE  1.05783   4400A9BF
               20              63               1              HE  1.25794   44006A3F
               20              63               2              HE  1.45867   4400AA3F
               21              63               1              HE  1.09709   44006ABF
               21              63               2              HE  1.25019   4400AABF
               22              63               1              HE  1.39350   44006B3F
               22              63               2              HE  1.22023   4400AB3F
               23              63               1              HE  1.13636   44006BBF
               23              63               2              HE  1.31103   4400ABBF
               24              63               1              HE  1.00439   44006C3F
               24              63               2              HE  0.76598   4400AC3F
               25              63               1              HE  1.18500   44006CBF
               25              63               2              HE  1.27875   4400ACBF
               26              63               1              HE  1.06623   44006D3F
               26              63               2              HE  1.29964   4400AD3F
               27              63               1              HE  1.21496   44006DBF
               27              63               2              HE  1.01804   4400ADBF
               27              63               3              HE  1.26788   4400EDBF
               28              63               1              HE  0.98565   44006E3F
               28              63               2              HE  1.17633   4400AE3F
               28              63               3              HE  1.14936   4400EE3F
               29              63               1              HE  1.14814   44006EBF
               29              63               2              HE  1.12778   4400AEBF
               16              64               3              HE  1.11683   4400E840
               17              64               1              HE  1.16920   440068C0
               18              64               1              HE  1.17858   44006940
               18              64               2              HE  0.86588   4400A940
               19              64               1              HE  1.21674   440069C0
               19              64               2              HE  1.07313   4400A9C0
               20              64               1              HE  1.21987   44006A40
               20              64               2              HE  1.22137   4400AA40
               16              65               3              HE  1.07450   4400E841
               17              65               1              HE  1.15393   440068C1
               18              65               1              HE  1.13096   44006941
               18              65               2              HE  1.31786   4400A941
               19              65               1              HE  1.17907   440069C1
               19              65               2              HE  1.11478   4400A9C1
               20              65               1              HE  1.17244   44006A41
               20              65               2              HE  1.16091   4400AA41
               21              65               1              HE  0.89269   44006AC1
               21              65               2              HE  0.93955   4400AAC1
               22              65               1              HE  1.09048   44006B41
               22              65               2              HE  1.17614   4400AB41
               23              65               1              HE  1.17173   44006BC1
               23              65               2              HE  1.24327   4400ABC1
               24              65               1              HE  1.10512   44006C41
               24              65               2              HE  1.14945   4400AC41
               25              65               1              HE  1.12656   44006CC1
               25              65               2              HE  1.06924   4400ACC1
               26              65               1              HE  1.03288   44006D41
               26              65               2              HE  1.07505   4400AD41
               27              65               1              HE  1.19343   44006DC1
               27              65               2              HE  1.14689   4400ADC1
               27              65               3              HE  1.07476   4400EDC1
               28              65               1              HE  1.10712   44006E41
               28              65               2              HE  1.17903   4400AE41
               28              65               3              HE  1.02364   4400EE41
               29              65               1              HE  0.87429   44006EC1
               29              65               2              HE  1.04952   4400AEC1
               16              66               3              HE  1.13029   4400E842
               17              66               1              HE  1.09462   440068C2
               18              66               1              HE  1.11977   44006942
               18              66               2              HE  1.09935   4400A942
               19              66               1              HE  1.00153   440069C2
               19              66               2              HE  1.19381   4400A9C2
               20              66               1              HE  1.16318   44006A42
               20              66               2              HE  1.16467   4400AA42
               16              67               3              HE  1.10676   4400E843
               17              67               1              HE  1.29859   440068C3
               18              67               1              HE  1.11457   44006943
               18              67               2              HE  1.18565   4400A943
               19              67               1              HE  0.66343   440069C3
               19              67               2              HE  1.23923   4400A9C3
               20              67               1              HE  0.99430   44006A43
               20              67               2              HE  0.91289   4400AA43
               21              67               1              HE  1.12978   44006AC3
               21              67               2              HE  0.79528   4400AAC3
               22              67               1              HE  1.05587   44006B43
               22              67               2              HE  1.16326   4400AB43
               23              67               1              HE  1.13260   44006BC3
               23              67               2              HE  1.12240   4400ABC3
               24              67               1              HE  1.18610   44006C43
               24              67               2              HE  1.19396   4400AC43
               25              67               1              HE  1.10177   44006CC3
               25              67               2              HE  1.12698   4400ACC3
               26              67               1              HE  1.13693   44006D43
               26              67               2              HE  1.06439   4400AD43
               27              67               1              HE  1.14414   44006DC3
               27              67               2              HE  1.10177   4400ADC3
               27              67               3              HE  1.13373   4400EDC3
               28              67               1              HE  1.10791   44006E43
               28              67               2              HE  0.94080   4400AE43
               28              67               3              HE  1.04939   4400EE43
               29              67               1              HE  1.06571   44006EC3
               29              67               2              HE  1.07940   4400AEC3
               16              68               3              HE  1.18796   4400E844
               17              68               1              HE  1.14737   440068C4
               18              68               1              HE  1.40529   44006944
               18              68               2              HE  1.04219   4400A944
               19              68               1              HE  1.18168   440069C4
               19              68               2              HE  1.10634   4400A9C4
               20              68               1              HE  1.16262   44006A44
               20              68               2              HE  1.21202   4400AA44
               16              69               3              HE  1.12549   4400E845
               17              69               1              HE  1.12869   440068C5
               18              69               1              HE  1.08546   44006945
               18              69               2              HE  1.07174   4400A945
               19              69               1              HE  1.14425   440069C5
               19              69               2              HE  1.12257   4400A9C5
               20              69               1              HE  1.06611   44006A45
               20              69               2              HE  1.05908   4400AA45
               21              69               1              HE  1.13520   44006AC5
               21              69               2              HE  0.94234   4400AAC5
               22              69               1              HE  0.68297   44006B45
               22              69               2              HE  1.01003   4400AB45
               23              69               1              HE  1.12098   44006BC5
               23              69               2              HE  1.07112   4400ABC5
               24              69               1              HE  1.16057   44006C45
               24              69               2              HE  1.07471   4400AC45
               25              69               1              HE  1.07667   44006CC5
               25              69               2              HE  1.23099   4400ACC5
               26              69               1              HE  1.12207   44006D45
               26              69               2              HE  1.13091   4400AD45
               27              69               1              HE  1.09349   44006DC5
               27              69               2              HE  1.09117   4400ADC5
               27              69               3              HE  1.04310   4400EDC5
               28              69               1              HE  1.10179   44006E45
               28              69               2              HE  1.10130   4400AE45
               28              69               3              HE  1.22396   4400EE45
               29              69               1              HE  1.20644   44006EC5
               29              69               2              HE  1.26709   4400AEC5
               16              70               3              HE  1.01496   4400E846
               17              70               1              HE  1.20266   440068C6
               18              70               1              HE  1.11382   44006946
               18              70               2              HE  1.05201   4400A946
               19              70               1              HE  1.24540   440069C6
               19              70               2              HE  1.10788   4400A9C6
               20              70               1              HE  1.17326   44006A46
               20              70               2              HE  1.07981   4400AA46
               16              71               3              HE  1.07140   4400E847
               17              71               1              HE  1.12085   440068C7
               18              71               1              HE  1.28331   44006947
               18              71               2              HE  1.17182   4400A947
               19              71               1              HE  1.18685   440069C7
               19              71               2              HE  1.23823   4400A9C7
               20              71               1              HE  1.11440   44006A47
               20              71               2              HE  1.45589   4400AA47
               21              71               1              HE  1.07379   44006AC7
               21              71               2              HE  1.05511   4400AAC7
               22              71               1              HE  1.32402   44006B47
               22              71               2              HE  1.06314   4400AB47
               23              71               1              HE  1.19087   44006BC7
               23              71               2              HE  1.09866   4400ABC7
               24              71               1              HE  1.05720   44006C47
               24              71               2              HE  1.00542   4400AC47
               25              71               1              HE  1.03197   44006CC7
               25              71               2              HE  1.12200   4400ACC7
               26              71               1              HE  1.20248   44006D47
               26              71               2              HE  1.13538   4400AD47
               27              71               1              HE  1.10435   44006DC7
               27              71               2              HE  1.06914   4400ADC7
               27              71               3              HE  1.11265   4400EDC7
               28              71               1              HE  1.15711   44006E47
               28              71               2              HE  1.14175   4400AE47
               28              71               3              HE  1.03088   4400EE47
               29              71               1              HE  1.09561   44006EC7
               29              71               2              HE  1.11344   4400AEC7
               16              72               3              HE  1.09722   4400E848
               17              72               1              HE  1.12797   440068C8
               18              72               1              HE  1.13338   44006948
               18              72               2              HE  1.22893   4400A948
               19              72               1              HE  1.16141   440069C8
               19              72               2              HE  1.05416   4400A9C8
               20              72               1              HE  1.20472   44006A48
               20              72               2              HE  1.26918   4400AA48
               -1               1               4              HO  1.12479   46010081
               -2               1               4              HO  1.01285   46010101
               -3               1               4              HO  1.01226   46010181
               -4               1               4              HO  1.09667   46010201
               -5               1               4              HO  1.03351   46010281
               -6               1               4              HO  1.12300   46010301
               -7               1               4              HO  1.22939   46010381
               -8               1               4              HO  1.07071   46010401
               -9               1               4              HO  1.15194   46010481
              -10               1               4              HO  1.12208   46010501
              -11               1               4              HO  1.11872   46010581
              -12               1               4              HO  1.05969   46010601
              -13               1               4              HO  1.08514   46010681
              -14               1               4              HO  1.09639   46010701
              -15               1               4              HO  1.10246   46010781
               -1               2               4              HO  1.12927   46010082
               -2               2               4              HO  1.05907   46010102
               -3               2               4              HO  1.12118   46010182
               -4               2               4              HO  1.06763   46010202
               -5               2               4              HO  1.11808   46010282
               -6               2               4              HO  1.06386   46010302
               -7               2               4              HO  1.06637   46010382
               -8               2               4              HO  1.16044   46010402
               -9               2               4              HO  1.11326   46010482
              -10               2               4              HO  1.03547   46010502
              -11               2               4              HO  1.15199   46010582
              -12               2               4              HO  1.16375   46010602
              -13               2               4              HO  1.13427   46010682
              -14               2               4              HO  1.11922   46010702
              -15               2               4              HO  1.12675   46010782
               -1               3               4              HO  1.07249   46010083
               -2               3               4              HO  1.14733   46010103
               -3               3               4              HO  1.21048   46010183
               -4               3               4              HO  1.08129   46010203
               -5               3               4              HO  1.04024   46010283
               -6               3               4              HO  1.05462   46010303
               -7               3               4              HO  1.09527   46010383
               -8               3               4              HO  1.13665   46010403
               -9               3               4              HO  1.09823   46010483
              -10               3               4              HO  1.12605   46010503
              -11               3               4              HO  1.07771   46010583
              -12               3               4              HO  1.01555   46010603
              -13               3               4              HO  1.10143   46010683
              -14               3               4              HO  1.05630   46010703
              -15               3               4              HO  1.10317   46010783
               -1               4               4              HO  1.09048   46010084
               -2               4               4              HO  1.09408   46010104
               -3               4               4              HO  1.05211   46010184
               -4               4               4              HO  1.14599   46010204
               -5               4               4              HO  1.17634   46010284
               -6               4               4              HO  1.11640   46010304
               -7               4               4              HO  1.02594   46010384
               -8               4               4              HO  1.04208   46010404
               -9               4               4              HO  1.18608   46010484
              -10               4               4              HO  1.17828   46010504
