#             eta             phi             dep             det            Mask       FGBitInfo           auxi1           auxi2
               18              53               5              HE               0         2883614               0               0 
               19              53               1              HE               0         2883614               0               0 
               19              53               2              HE               0         2883614               0               0 
               19              53               3              HE               0         2883614               0               0 
               19              53               4              HE               0         2883614               0               0 
               19              53               5              HE               0         2883614               0               0 
               19              53               6              HE               0         2883614               0               0 
               20              53               1              HE               0         2883614               0               0 
               20              53               2              HE               0         2883614               0               0 
               20              53               3              HE               0         2883614               0               0 
               20              53               4              HE               0         2883614               0               0 
               20              53               5              HE               0         2883614               0               0 
               20              53               6              HE               0         2883614               0               0 
               21              53               1              HE               0         2883614               0               0 
               21              53               2              HE               0         2883614               0               0 
               21              53               3              HE               0         2883614               0               0 
               21              53               4              HE               0         2883614               0               0 
               21              53               5              HE               0         2883614               0               0 
               21              53               6              HE               0         2883614               0               0 
               22              53               1              HE               0         2883614               0               0 
               22              53               2              HE               0         2883614               0               0 
               22              53               3              HE               0         2883614               0               0 
               22              53               4              HE               0         2883614               0               0 
               22              53               5              HE               0         2883614               0               0 
               22              53               6              HE               0         2883614               0               0 
               23              53               1              HE               0         2883614               0               0 
               23              53               2              HE               0         2883614               0               0 
               23              53               3              HE               0         2883614               0               0 
               23              53               4              HE               0         2883614               0               0 
               23              53               5              HE               0         2883614               0               0 
               23              53               6              HE               0         2883614               0               0 
               24              53               1              HE               0         2883614               0               0 
               24              53               2              HE               0         2883614               0               0 
               24              53               3              HE               0         2883614               0               0 
               24              53               4              HE               0         2883614               0               0 
               24              53               5              HE               0         2883614               0               0 
               24              53               6              HE               0         2883614               0               0 
               25              53               1              HE               0         2883614               0               0 
               25              53               2              HE               0         2883614               0               0 
               25              53               3              HE               0         2883614               0               0 
               25              53               4              HE               0         2883614               0               0 
               25              53               5              HE               0         2883614               0               0 
               25              53               6              HE               0         2883614               0               0 
               26              53               1              HE               0         2883614               0               0 
               26              53               2              HE               0         2883614               0               0 
               26              53               3              HE               0         2883614               0               0 
               26              53               4              HE               0         2883614               0               0 
               26              53               5              HE               0         2883614               0               0 
               26              53               6              HE               0         2883614               0               0 
               26              53               7              HE               0         2883614               0               0 
               27              53               1              HE               0         2883614               0               0 
               27              53               2              HE               0         2883614               0               0 
               27              53               3              HE               0         2883614               0               0 
               27              53               4              HE               0         2883614               0               0 
               27              53               5              HE               0         2883614               0               0 
               27              53               6              HE               0         2883614               0               0 
               27              53               7              HE               0         2883614               0               0 
               28              53               1              HE               0         2883614               0               0 
               28              53               2              HE               0         2883614               0               0 
               28              53               3              HE               0         2883614               0               0 
               28              53               4              HE               0         2883614               0               0 
               28              53               5              HE               0         2883614               0               0 
               28              53               6              HE               0         2883614               0               0 
               28              53               7              HE               0         2883614               0               0 
               29              53               1              HE               0         2883614               0               0 
               29              53               2              HE               0         2883614               0               0 
               29              53               3              HE               0         2883614               0               0 
               16              54               4              HE               0         2883614               0               0 
               17              54               2              HE               0         2883614               0               0 
               17              54               3              HE               0         2883614               0               0 
               18              54               1              HE               0         2883614               0               0 
               18              54               2              HE               0         2883614               0               0 
               18              54               3              HE               0         2883614               0               0 
               18              54               4              HE               0         2883614               0               0 
               18              54               5              HE               0         2883614               0               0 
               19              54               1              HE               0         2883614               0               0 
               19              54               2              HE               0         2883614               0               0 
               19              54               3              HE               0         2883614               0               0 
               19              54               4              HE               0         2883614               0               0 
               19              54               5              HE               0         2883614               0               0 
               19              54               6              HE               0         2883614               0               0 
               20              54               1              HE               0         2883614               0               0 
               20              54               2              HE               0         2883614               0               0 
               20              54               3              HE               0         2883614               0               0 
               20              54               4              HE               0         2883614               0               0 
               20              54               5              HE               0         2883614               0               0 
               20              54               6              HE               0         2883614               0               0 
               16              55               4              HE               0         2883614               0               0 
               17              55               2              HE               0         2883614               0               0 
               17              55               3              HE               0         2883614               0               0 
               18              55               1              HE               0         2883614               0               0 
               18              55               2              HE               0         2883614               0               0 
               18              55               3              HE               0         2883614               0               0 
               18              55               4              HE               0         2883614               0               0 
               18              55               5              HE               0         2883614               0               0 
               19              55               1              HE               0         2883614               0               0 
               19              55               2              HE               0         2883614               0               0 
               19              55               3              HE               0         2883614               0               0 
               19              55               4              HE               0         2883614               0               0 
               19              55               5              HE               0         2883614               0               0 
               19              55               6              HE               0         2883614               0               0 
               20              55               1              HE               0         2883614               0               0 
               20              55               2              HE               0         2883614               0               0 
               20              55               3              HE               0         2883614               0               0 
               20              55               4              HE               0         2883614               0               0 
               20              55               5              HE               0         2883614               0               0 
               20              55               6              HE               0         2883614               0               0 
               21              55               1              HE               0         2883614               0               0 
               21              55               2              HE               0         2883614               0               0 
               21              55               3              HE               0         2883614               0               0 
               21              55               4              HE               0         2883614               0               0 
               21              55               5              HE               0         2883614               0               0 
               21              55               6              HE               0         2883614               0               0 
               22              55               1              HE               0         2883614               0               0 
               22              55               2              HE               0         2883614               0               0 
               22              55               3              HE               0         2883614               0               0 
               22              55               4              HE               0         2883614               0               0 
               22              55               5              HE               0         2883614               0               0 
               22              55               6              HE               0         2883614               0               0 
               23              55               1              HE               0         2883614               0               0 
               23              55               2              HE               0         2883614               0               0 
               23              55               3              HE               0         2883614               0               0 
               23              55               4              HE               0         2883614               0               0 
               23              55               5              HE               0         2883614               0               0 
               23              55               6              HE               0         2883614               0               0 
               24              55               1              HE               0         2883614               0               0 
               24              55               2              HE               0         2883614               0               0 
               24              55               3              HE               0         2883614               0               0 
               24              55               4              HE               0         2883614               0               0 
               24              55               5              HE               0         2883614               0               0 
               24              55               6              HE               0         2883614               0               0 
               25              55               1              HE               0         2883614               0               0 
               25              55               2              HE               0         2883614               0               0 
               25              55               3              HE               0         2883614               0               0 
               25              55               4              HE               0         2883614               0               0 
               25              55               5              HE               0         2883614               0               0 
               25              55               6              HE               0         2883614               0               0 
               26              55               1              HE               0         2883614               0               0 
               26              55               2              HE               0         2883614               0               0 
               26              55               3              HE               0         2883614               0               0 
               26              55               4              HE               0         2883614               0               0 
               26              55               5              HE               0         2883614               0               0 
               26              55               6              HE               0         2883614               0               0 
               26              55               7              HE               0         2883614               0               0 
               27              55               1              HE               0         2883614               0               0 
               27              55               2              HE               0         2883614               0               0 
               27              55               3              HE               0         2883614               0               0 
               27              55               4              HE               0         2883614               0               0 
               27              55               5              HE               0         2883614               0               0 
               27              55               6              HE               0         2883614               0               0 
               27              55               7              HE               0         2883614               0               0 
               28              55               1              HE               0         2883614               0               0 
               28              55               2              HE               0         2883614               0               0 
               28              55               3              HE               0         2883614               0               0 
               28              55               4              HE               0         2883614               0               0 
               28              55               5              HE               0         2883614               0               0 
               28              55               6              HE               0         2883614               0               0 
               28              55               7              HE               0         2883614               0               0 
               29              55               1              HE               0         2883614               0               0 
               29              55               2              HE               0         2883614               0               0 
               29              55               3              HE               0         2883614               0               0 
               16              56               4              HE               0         2883614               0               0 
               17              56               2              HE               0         2883614               0               0 
               17              56               3              HE               0         2883614               0               0 
               18              56               1              HE               0         2883614               0               0 
               18              56               2              HE               0         2883614               0               0 
               18              56               3              HE               0         2883614               0               0 
               18              56               4              HE               0         2883614               0               0 
               18              56               5              HE               0         2883614               0               0 
               19              56               1              HE               0         2883614               0               0 
               19              56               2              HE               0         2883614               0               0 
               19              56               3              HE               0         2883614               0               0 
               19              56               4              HE               0         2883614               0               0 
               19              56               5              HE               0         2883614               0               0 
               19              56               6              HE               0         2883614               0               0 
               20              56               1              HE               0         2883614               0               0 
               20              56               2              HE               0         2883614               0               0 
               20              56               3              HE               0         2883614               0               0 
               20              56               4              HE               0         2883614               0               0 
               20              56               5              HE               0         2883614               0               0 
               20              56               6              HE               0         2883614               0               0 
               16              57               4              HE               0         2883614               0               0 
               17              57               2              HE               0         2883614               0               0 
               17              57               3              HE               0         2883614               0               0 
               18              57               1              HE               0         2883614               0               0 
               18              57               2              HE               0         2883614               0               0 
               18              57               3              HE               0         2883614               0               0 
               18              57               4              HE               0         2883614               0               0 
               18              57               5              HE               0         2883614               0               0 
               19              57               1              HE               0         2883614               0               0 
               19              57               2              HE               0         2883614               0               0 
               19              57               3              HE               0         2883614               0               0 
               19              57               4              HE               0         2883614               0               0 
               19              57               5              HE               0         2883614               0               0 
               19              57               6              HE               0         2883614               0               0 
               20              57               1              HE               0         2883614               0               0 
               20              57               2              HE               0         2883614               0               0 
               20              57               3              HE               0         2883614               0               0 
               20              57               4              HE               0         2883614               0               0 
               20              57               5              HE               0         2883614               0               0 
               20              57               6              HE               0         2883614               0               0 
               21              57               1              HE               0         2883614               0               0 
               21              57               2              HE               0         2883614               0               0 
               21              57               3              HE               0         2883614               0               0 
               21              57               4              HE               0         2883614               0               0 
               21              57               5              HE               0         2883614               0               0 
               21              57               6              HE               0         2883614               0               0 
               22              57               1              HE               0         2883614               0               0 
               22              57               2              HE               0         2883614               0               0 
               22              57               3              HE               0         2883614               0               0 
               22              57               4              HE               0         2883614               0               0 
               22              57               5              HE               0         2883614               0               0 
               22              57               6              HE               0         2883614               0               0 
               23              57               1              HE               0         2883614               0               0 
               23              57               2              HE               0         2883614               0               0 
               23              57               3              HE               0         2883614               0               0 
               23              57               4              HE               0         2883614               0               0 
               23              57               5              HE               0         2883614               0               0 
               23              57               6              HE               0         2883614               0               0 
               24              57               1              HE               0         2883614               0               0 
               24              57               2              HE               0         2883614               0               0 
               24              57               3              HE               0         2883614               0               0 
               24              57               4              HE               0         2883614               0               0 
               24              57               5              HE               0         2883614               0               0 
               24              57               6              HE               0         2883614               0               0 
               25              57               1              HE               0         2883614               0               0 
               25              57               2              HE               0         2883614               0               0 
               25              57               3              HE               0         2883614               0               0 
               25              57               4              HE               0         2883614               0               0 
               25              57               5              HE               0         2883614               0               0 
               25              57               6              HE               0         2883614               0               0 
               26              57               1              HE               0         2883614               0               0 
               26              57               2              HE               0         2883614               0               0 
               26              57               3              HE               0         2883614               0               0 
               26              57               4              HE               0         2883614               0               0 
               26              57               5              HE               0         2883614               0               0 
               26              57               6              HE               0         2883614               0               0 
               26              57               7              HE               0         2883614               0               0 
               27              57               1              HE               0         2883614               0               0 
               27              57               2              HE               0         2883614               0               0 
               27              57               3              HE               0         2883614               0               0 
               27              57               4              HE               0         2883614               0               0 
               27              57               5              HE               0         2883614               0               0 
               27              57               6              HE               0         2883614               0               0 
               27              57               7              HE               0         2883614               0               0 
               28              57               1              HE               0         2883614               0               0 
               28              57               2              HE               0         2883614               0               0 
               28              57               3              HE               0         2883614               0               0 
               28              57               4              HE               0         2883614               0               0 
               28              57               5              HE               0         2883614               0               0 
               28              57               6              HE               0         2883614               0               0 
               28              57               7              HE               0         2883614               0               0 
               29              57               1              HE               0         2883614               0               0 
               29              57               2              HE               0         2883614               0               0 
               29              57               3              HE               0         2883614               0               0 
               16              58               4              HE               0         2883614               0               0 
               17              58               2              HE               0         2883614               0               0 
               17              58               3              HE               0         2883614               0               0 
               18              58               1              HE               0         2883614               0               0 
               18              58               2              HE               0         2883614               0               0 
               18              58               3              HE               0         2883614               0               0 
               18              58               4              HE               0         2883614               0               0 
               18              58               5              HE               0         2883614               0               0 
               19              58               1              HE               0         2883614               0               0 
               19              58               2              HE               0         2883614               0               0 
               19              58               3              HE               0         2883614               0               0 
               19              58               4              HE               0         2883614               0               0 
               19              58               5              HE               0         2883614               0               0 
               19              58               6              HE               0         2883614               0               0 
               20              58               1              HE               0         2883614               0               0 
               20              58               2              HE               0         2883614               0               0 
               20              58               3              HE               0         2883614               0               0 
               20              58               4              HE               0         2883614               0               0 
               20              58               5              HE               0         2883614               0               0 
               20              58               6              HE               0         2883614               0               0 
               16              59               4              HE               0         2883614               0               0 
               17              59               2              HE               0         2883614               0               0 
               17              59               3              HE               0         2883614               0               0 
               18              59               1              HE               0         2883614               0               0 
               18              59               2              HE               0         2883614               0               0 
               18              59               3              HE               0         2883614               0               0 
               18              59               4              HE               0         2883614               0               0 
               18              59               5              HE               0         2883614               0               0 
               19              59               1              HE               0         2883614               0               0 
               19              59               2              HE               0         2883614               0               0 
               19              59               3              HE               0         2883614               0               0 
               19              59               4              HE               0         2883614               0               0 
               19              59               5              HE               0         2883614               0               0 
               19              59               6              HE               0         2883614               0               0 
               20              59               1              HE               0         2883614               0               0 
               20              59               2              HE               0         2883614               0               0 
               20              59               3              HE               0         2883614               0               0 
               20              59               4              HE               0         2883614               0               0 
               20              59               5              HE               0         2883614               0               0 
               20              59               6              HE               0         2883614               0               0 
               21              59               1              HE               0         2883614               0               0 
               21              59               2              HE               0         2883614               0               0 
               21              59               3              HE               0         2883614               0               0 
               21              59               4              HE               0         2883614               0               0 
               21              59               5              HE               0         2883614               0               0 
               21              59               6              HE               0         2883614               0               0 
               22              59               1              HE               0         2883614               0               0 
               22              59               2              HE               0         2883614               0               0 
               22              59               3              HE               0         2883614               0               0 
               22              59               4              HE               0         2883614               0               0 
               22              59               5              HE               0         2883614               0               0 
               22              59               6              HE               0         2883614               0               0 
               23              59               1              HE               0         2883614               0               0 
               23              59               2              HE               0         2883614               0               0 
               23              59               3              HE               0         2883614               0               0 
               23              59               4              HE               0         2883614               0               0 
               23              59               5              HE               0         2883614               0               0 
               23              59               6              HE               0         2883614               0               0 
               24              59               1              HE               0         2883614               0               0 
               24              59               2              HE               0         2883614               0               0 
               24              59               3              HE               0         2883614               0               0 
               24              59               4              HE               0         2883614               0               0 
               24              59               5              HE               0         2883614               0               0 
               24              59               6              HE               0         2883614               0               0 
               25              59               1              HE               0         2883614               0               0 
               25              59               2              HE               0         2883614               0               0 
               25              59               3              HE               0         2883614               0               0 
               25              59               4              HE               0         2883614               0               0 
               25              59               5              HE               0         2883614               0               0 
               25              59               6              HE               0         2883614               0               0 
               26              59               1              HE               0         2883614               0               0 
               26              59               2              HE               0         2883614               0               0 
               26              59               3              HE               0         2883614               0               0 
               26              59               4              HE               0         2883614               0               0 
               26              59               5              HE               0         2883614               0               0 
               26              59               6              HE               0         2883614               0               0 
               26              59               7              HE               0         2883614               0               0 
               27              59               1              HE               0         2883614               0               0 
               27              59               2              HE               0         2883614               0               0 
               27              59               3              HE               0         2883614               0               0 
               27              59               4              HE               0         2883614               0               0 
               27              59               5              HE               0         2883614               0               0 
               27              59               6              HE               0         2883614               0               0 
               27              59               7              HE               0         2883614               0               0 
               28              59               1              HE               0         2883614               0               0 
               28              59               2              HE               0         2883614               0               0 
               28              59               3              HE               0         2883614               0               0 
               28              59               4              HE               0         2883614               0               0 
               28              59               5              HE               0         2883614               0               0 
