
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
2004 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=4
2005 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=5
2006 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=6
2007 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=7
2008 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=8
2009 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=9
2010 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=10
2011 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=11
2012 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=12
2013 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=13
2014 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=14
2015 1  # abs(compressedIeta)=7, compressedE=13, compressedShape=15
2016 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=0
2017 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=1
2018 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=2
2019 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=3
2020 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=4
2021 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=5
2022 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=6
2023 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=7
2024 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=8
2025 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=9
2026 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=10
2027 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=11
2028 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=12
2029 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=13
2030 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=14
2031 1  # abs(compressedIeta)=7, compressedE=14, compressedShape=15
2032 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=0
2033 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=1
2034 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=2
2035 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=3
2036 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=4
2037 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=5
2038 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=6
2039 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=7
2040 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=8
2041 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=9
2042 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=10
2043 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=11
2044 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=12
2045 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=13
2046 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=14
2047 1  # abs(compressedIeta)=7, compressedE=15, compressedShape=15
2048 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=0
2049 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=1
2050 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=2
2051 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=3
2052 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=4
2053 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=5
2054 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=6
2055 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=7
2056 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=8
2057 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=9
2058 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=10
2059 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=11
2060 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=12
2061 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=13
2062 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=14
2063 1  # abs(compressedIeta)=8, compressedE=0, compressedShape=15
2064 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=0
2065 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=1
2066 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=2
2067 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=3
2068 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=4
2069 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=5
2070 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=6
2071 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=7
2072 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=8
2073 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=9
2074 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=10
2075 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=11
2076 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=12
2077 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=13
2078 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=14
2079 1  # abs(compressedIeta)=8, compressedE=1, compressedShape=15
2080 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=0
2081 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=1
2082 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=2
2083 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=3
2084 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=4
2085 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=5
2086 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=6
2087 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=7
2088 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=8
2089 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=9
2090 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=10
2091 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=11
2092 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=12
2093 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=13
2094 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=14
2095 1  # abs(compressedIeta)=8, compressedE=2, compressedShape=15
2096 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=0
2097 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=1
2098 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=2
2099 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=3
2100 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=4
2101 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=5
2102 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=6
2103 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=7
2104 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=8
2105 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=9
2106 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=10
2107 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=11
2108 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=12
2109 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=13
2110 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=14
2111 1  # abs(compressedIeta)=8, compressedE=3, compressedShape=15
2112 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=0
2113 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=1
2114 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=2
2115 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=3
2116 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=4
2117 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=5
2118 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=6
2119 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=7
2120 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=8
2121 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=9
2122 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=10
2123 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=11
2124 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=12
2125 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=13
2126 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=14
2127 1  # abs(compressedIeta)=8, compressedE=4, compressedShape=15
2128 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=0
2129 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=1
2130 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=2
2131 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=3
2132 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=4
2133 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=5
2134 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=6
2135 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=7
2136 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=8
2137 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=9
2138 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=10
2139 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=11
2140 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=12
2141 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=13
2142 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=14
2143 1  # abs(compressedIeta)=8, compressedE=5, compressedShape=15
2144 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=0
2145 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=1
2146 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=2
2147 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=3
2148 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=4
2149 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=5
2150 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=6
2151 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=7
2152 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=8
2153 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=9
2154 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=10
2155 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=11
2156 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=12
2157 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=13
2158 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=14
2159 1  # abs(compressedIeta)=8, compressedE=6, compressedShape=15
2160 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=0
2161 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=1
2162 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=2
2163 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=3
2164 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=4
2165 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=5
2166 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=6
2167 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=7
2168 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=8
2169 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=9
2170 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=10
2171 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=11
2172 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=12
2173 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=13
2174 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=14
2175 1  # abs(compressedIeta)=8, compressedE=7, compressedShape=15
2176 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=0
2177 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=1
2178 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=2
2179 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=3
2180 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=4
2181 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=5
2182 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=6
2183 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=7
2184 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=8
2185 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=9
2186 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=10
2187 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=11
2188 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=12
2189 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=13
2190 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=14
2191 1  # abs(compressedIeta)=8, compressedE=8, compressedShape=15
2192 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=0
2193 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=1
2194 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=2
2195 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=3
2196 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=4
2197 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=5
2198 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=6
2199 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=7
2200 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=8
2201 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=9
2202 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=10
2203 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=11
2204 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=12
2205 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=13
2206 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=14
2207 1  # abs(compressedIeta)=8, compressedE=9, compressedShape=15
2208 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=0
2209 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=1
2210 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=2
2211 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=3
2212 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=4
2213 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=5
2214 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=6
2215 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=7
2216 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=8
2217 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=9
2218 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=10
2219 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=11
2220 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=12
2221 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=13
2222 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=14
2223 1  # abs(compressedIeta)=8, compressedE=10, compressedShape=15
2224 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=0
2225 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=1
2226 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=2
2227 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=3
2228 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=4
2229 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=5
2230 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=6
2231 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=7
2232 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=8
2233 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=9
2234 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=10
2235 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=11
2236 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=12
2237 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=13
2238 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=14
2239 1  # abs(compressedIeta)=8, compressedE=11, compressedShape=15
2240 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=0
2241 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=1
2242 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=2
2243 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=3
2244 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=4
2245 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=5
2246 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=6
2247 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=7
2248 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=8
2249 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=9
2250 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=10
2251 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=11
2252 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=12
2253 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=13
2254 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=14
2255 1  # abs(compressedIeta)=8, compressedE=12, compressedShape=15
2256 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=0
2257 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=1
2258 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=2
2259 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=3
2260 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=4
2261 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=5
2262 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=6
2263 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=7
2264 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=8
2265 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=9
2266 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=10
2267 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=11
2268 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=12
2269 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=13
2270 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=14
2271 1  # abs(compressedIeta)=8, compressedE=13, compressedShape=15
2272 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=0
2273 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=1
2274 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=2
2275 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=3
2276 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=4
2277 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=5
2278 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=6
2279 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=7
2280 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=8
2281 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=9
2282 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=10
2283 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=11
2284 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=12
2285 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=13
2286 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=14
2287 1  # abs(compressedIeta)=8, compressedE=14, compressedShape=15
2288 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=0
2289 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=1
2290 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=2
2291 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=3
2292 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=4
2293 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=5
2294 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=6
2295 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=7
2296 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=8
2297 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=9
2298 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=10
2299 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=11
2300 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=12
2301 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=13
2302 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=14
2303 1  # abs(compressedIeta)=8, compressedE=15, compressedShape=15
2304 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=0
2305 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=1
2306 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=2
2307 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=3
2308 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=4
2309 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=5
2310 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=6
2311 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=7
2312 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=8
2313 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=9
2314 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=10
2315 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=11
2316 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=12
2317 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=13
2318 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=14
2319 1  # abs(compressedIeta)=9, compressedE=0, compressedShape=15
2320 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=0
2321 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=1
2322 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=2
2323 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=3
2324 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=4
2325 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=5
2326 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=6
2327 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=7
2328 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=8
2329 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=9
2330 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=10
2331 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=11
2332 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=12
2333 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=13
2334 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=14
2335 1  # abs(compressedIeta)=9, compressedE=1, compressedShape=15
2336 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=0
2337 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=1
2338 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=2
2339 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=3
2340 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=4
2341 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=5
2342 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=6
2343 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=7
2344 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=8
2345 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=9
2346 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=10
2347 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=11
2348 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=12
2349 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=13
2350 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=14
2351 1  # abs(compressedIeta)=9, compressedE=2, compressedShape=15
2352 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=0
2353 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=1
2354 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=2
2355 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=3
2356 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=4
2357 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=5
2358 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=6
2359 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=7
2360 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=8
2361 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=9
2362 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=10
2363 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=11
2364 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=12
2365 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=13
2366 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=14
2367 1  # abs(compressedIeta)=9, compressedE=3, compressedShape=15
2368 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=0
2369 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=1
2370 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=2
2371 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=3
2372 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=4
2373 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=5
2374 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=6
2375 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=7
2376 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=8
2377 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=9
2378 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=10
2379 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=11
2380 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=12
2381 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=13
2382 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=14
2383 1  # abs(compressedIeta)=9, compressedE=4, compressedShape=15
2384 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=0
2385 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=1
2386 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=2
2387 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=3
2388 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=4
2389 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=5
2390 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=6
2391 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=7
2392 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=8
2393 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=9
2394 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=10
2395 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=11
2396 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=12
2397 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=13
2398 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=14
2399 1  # abs(compressedIeta)=9, compressedE=5, compressedShape=15
2400 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=0
2401 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=1
2402 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=2
2403 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=3
2404 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=4
2405 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=5
2406 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=6
2407 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=7
2408 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=8
2409 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=9
