#     Non-channel data
  RctLsb  0.50000
    Gain  0.17700
#             eta             phi             dep             det   Rcalib  LutGranularity  OutputLutThreshold      DetId
               18              15               1              HE  1.20000               2                   0   4400690F
               18              15               2              HE  1.20000               2                   0   4400A90F
               19              15               1              HE  1.20000               2                   0   4400698F
               19              15               2              HE  1.20000               2                   0   4400A98F
               20              15               1              HE  1.20000               2                   0   44006A0F
               20              15               2              HE  1.20000               2                   0   4400AA0F
               21              15               1              HE  1.20000               2                   0   44006A8F
               21              15               2              HE  1.20000               2                   0   4400AA8F
               22              15               1              HE  1.20000               2                   0   44006B0F
               22              15               2              HE  1.20000               2                   0   4400AB0F
               23              15               1              HE  1.20000               2                   0   44006B8F
               23              15               2              HE  1.20000               2                   0   4400AB8F
               24              15               1              HE  1.20000               2                   0   44006C0F
               24              15               2              HE  1.20000               2                   0   4400AC0F
               25              15               1              HE  1.20000               2                   0   44006C8F
               25              15               2              HE  1.20000               2                   0   4400AC8F
               26              15               1              HE  1.20000               2                   0   44006D0F
               26              15               2              HE  1.20000               2                   0   4400AD0F
               27              15               1              HE  1.21000               5                   0   44006D8F
               27              15               2              HE  1.21000               5                   0   4400AD8F
               27              15               3              HE  1.21000               5                   0   4400ED8F
               28              15               1              HE  1.21000               5                   0   44006E0F
               28              15               2              HE  1.21000               5                   0   4400AE0F
               28              15               3              HE  1.21000               5                   0   4400EE0F
               29              15               1              HE  1.21000               5                   0   44006E8F
               29              15               2              HE  1.21000               5                   0   4400AE8F
               16              16               3              HE  1.20000               1                   0   4400E810
               17              16               1              HE  1.20000               1                   0   44006890
               18              16               1              HE  1.20000               2                   0   44006910
               18              16               2              HE  1.20000               2                   0   4400A910
               19              16               1              HE  1.20000               2                   0   44006990
               19              16               2              HE  1.20000               2                   0   4400A990
               20              16               1              HE  1.20000               2                   0   44006A10
               20              16               2              HE  1.20000               2                   0   4400AA10
               16              17               3              HE  1.20000               1                   0   4400E811
               17              17               1              HE  1.20000               1                   0   44006891
               18              17               1              HE  1.20000               2                   0   44006911
               18              17               2              HE  1.20000               2                   0   4400A911
               19              17               1              HE  1.20000               2                   0   44006991
               19              17               2              HE  1.20000               2                   0   4400A991
               20              17               1              HE  1.20000               2                   0   44006A11
               20              17               2              HE  1.20000               2                   0   4400AA11
               21              17               1              HE  1.20000               2                   0   44006A91
               21              17               2              HE  1.20000               2                   0   4400AA91
               22              17               1              HE  1.20000               2                   0   44006B11
               22              17               2              HE  1.20000               2                   0   4400AB11
               23              17               1              HE  1.20000               2                   0   44006B91
               23              17               2              HE  1.20000               2                   0   4400AB91
               24              17               1              HE  1.20000               2                   0   44006C11
               24              17               2              HE  1.20000               2                   0   4400AC11
               25              17               1              HE  1.20000               2                   0   44006C91
               25              17               2              HE  1.20000               2                   0   4400AC91
               26              17               1              HE  1.20000               2                   0   44006D11
               26              17               2              HE  1.20000               2                   0   4400AD11
               27              17               1              HE  1.21000               5                   0   44006D91
               27              17               2              HE  1.21000               5                   0   4400AD91
               27              17               3              HE  1.21000               5                   0   4400ED91
               28              17               1              HE  1.21000               5                   0   44006E11
               28              17               2              HE  1.21000               5                   0   4400AE11
               28              17               3              HE  1.21000               5                   0   4400EE11
               29              17               1              HE  1.21000               5                   0   44006E91
               29              17               2              HE  1.21000               5                   0   4400AE91
               16              18               3              HE  1.20000               1                   0   4400E812
               17              18               1              HE  1.20000               1                   0   44006892
               18              18               1              HE  1.20000               2                   0   44006912
               18              18               2              HE  1.20000               2                   0   4400A912
               19              18               1              HE  1.20000               2                   0   44006992
               19              18               2              HE  1.20000               2                   0   4400A992
               20              18               1              HE  1.20000               2                   0   44006A12
               20              18               2              HE  1.20000               2                   0   4400AA12
               16              19               3              HE  1.20000               1                   0   4400E813
               17              19               1              HE  1.20000               1                   0   44006893
               18              19               1              HE  1.20000               2                   0   44006913
               18              19               2              HE  1.20000               2                   0   4400A913
               19              19               1              HE  1.20000               2                   0   44006993
               19              19               2              HE  1.20000               2                   0   4400A993
               20              19               1              HE  1.20000               2                   0   44006A13
               20              19               2              HE  1.20000               2                   0   4400AA13
               21              19               1              HE  1.20000               2                   0   44006A93
               21              19               2              HE  1.20000               2                   0   4400AA93
               22              19               1              HE  1.20000               2                   0   44006B13
               22              19               2              HE  1.20000               2                   0   4400AB13
               23              19               1              HE  1.20000               2                   0   44006B93
               23              19               2              HE  1.20000               2                   0   4400AB93
               24              19               1              HE  1.20000               2                   0   44006C13
               24              19               2              HE  1.20000               2                   0   4400AC13
               25              19               1              HE  1.20000               2                   0   44006C93
               25              19               2              HE  1.20000               2                   0   4400AC93
               26              19               1              HE  1.20000               2                   0   44006D13
               26              19               2              HE  1.20000               2                   0   4400AD13
               27              19               1              HE  1.21000               5                   0   44006D93
               27              19               2              HE  1.21000               5                   0   4400AD93
               27              19               3              HE  1.21000               5                   0   4400ED93
               28              19               1              HE  1.21000               5                   0   44006E13
               28              19               2              HE  1.21000               5                   0   4400AE13
               28              19               3              HE  1.21000               5                   0   4400EE13
               29              19               1              HE  1.21000               5                   0   44006E93
               29              19               2              HE  1.21000               5                   0   4400AE93
               16              20               3              HE  1.20000               1                   0   4400E814
               17              20               1              HE  1.20000               1                   0   44006894
               18              20               1              HE  1.20000               2                   0   44006914
               18              20               2              HE  1.20000               2                   0   4400A914
               19              20               1              HE  1.20000               2                   0   44006994
               19              20               2              HE  1.20000               2                   0   4400A994
               20              20               1              HE  1.20000               2                   0   44006A14
               20              20               2              HE  1.20000               2                   0   4400AA14
               16              21               3              HE  1.20000               1                   0   4400E815
               17              21               1              HE  1.20000               1                   0   44006895
               18              21               1              HE  1.20000               2                   0   44006915
               18              21               2              HE  1.20000               2                   0   4400A915
               19              21               1              HE  1.20000               2                   0   44006995
               19              21               2              HE  1.20000               2                   0   4400A995
               20              21               1              HE  1.20000               2                   0   44006A15
               20              21               2              HE  1.20000               2                   0   4400AA15
               21              21               1              HE  1.20000               2                   0   44006A95
               21              21               2              HE  1.20000               2                   0   4400AA95
               22              21               1              HE  1.20000               2                   0   44006B15
               22              21               2              HE  1.20000               2                   0   4400AB15
               23              21               1              HE  1.20000               2                   0   44006B95
               23              21               2              HE  1.20000               2                   0   4400AB95
               24              21               1              HE  1.20000               2                   0   44006C15
               24              21               2              HE  1.20000               2                   0   4400AC15
               25              21               1              HE  1.20000               2                   0   44006C95
               25              21               2              HE  1.20000               2                   0   4400AC95
               26              21               1              HE  1.20000               2                   0   44006D15
               26              21               2              HE  1.20000               2                   0   4400AD15
               27              21               1              HE  1.21000               5                   0   44006D95
               27              21               2              HE  1.21000               5                   0   4400AD95
               27              21               3              HE  1.21000               5                   0   4400ED95
               28              21               1              HE  1.21000               5                   0   44006E15
               28              21               2              HE  1.21000               5                   0   4400AE15
               28              21               3              HE  1.21000               5                   0   4400EE15
               29              21               1              HE  1.21000               5                   0   44006E95
               29              21               2              HE  1.21000               5                   0   4400AE95
               16              22               3              HE  1.20000               1                   0   4400E816
               17              22               1              HE  1.20000               1                   0   44006896
               18              22               1              HE  1.20000               2                   0   44006916
               18              22               2              HE  1.20000               2                   0   4400A916
               19              22               1              HE  1.20000               2                   0   44006996
               19              22               2              HE  1.20000               2                   0   4400A996
               20              22               1              HE  1.20000               2                   0   44006A16
               20              22               2              HE  1.20000               2                   0   4400AA16
               16              23               3              HE  1.20000               1                   0   4400E817
               17              23               1              HE  1.20000               1                   0   44006897
               18              23               1              HE  1.20000               2                   0   44006917
               18              23               2              HE  1.20000               2                   0   4400A917
               19              23               1              HE  1.20000               2                   0   44006997
               19              23               2              HE  1.20000               2                   0   4400A997
               20              23               1              HE  1.20000               2                   0   44006A17
               20              23               2              HE  1.20000               2                   0   4400AA17
               21              23               1              HE  1.20000               2                   0   44006A97
               21              23               2              HE  1.20000               2                   0   4400AA97
               22              23               1              HE  1.20000               2                   0   44006B17
               22              23               2              HE  1.20000               2                   0   4400AB17
               23              23               1              HE  1.20000               2                   0   44006B97
               23              23               2              HE  1.20000               2                   0   4400AB97
               24              23               1              HE  1.20000               2                   0   44006C17
               24              23               2              HE  1.20000               2                   0   4400AC17
               25              23               1              HE  1.20000               2                   0   44006C97
               25              23               2              HE  1.20000               2                   0   4400AC97
               26              23               1              HE  1.20000               2                   0   44006D17
               26              23               2              HE  1.20000               2                   0   4400AD17
               27              23               1              HE  1.21000               5                   0   44006D97
               27              23               2              HE  1.21000               5                   0   4400AD97
               27              23               3              HE  1.21000               5                   0   4400ED97
               28              23               1              HE  1.21000               5                   0   44006E17
               28              23               2              HE  1.21000               5                   0   4400AE17
               28              23               3              HE  1.21000               5                   0   4400EE17
               29              23               1              HE  1.21000               5                   0   44006E97
               29              23               2              HE  1.21000               5                   0   4400AE97
               16              24               3              HE  1.20000               1                   0   4400E818
               17              24               1              HE  1.20000               1                   0   44006898
               18              24               1              HE  1.20000               2                   0   44006918
               18              24               2              HE  1.20000               2                   0   4400A918
               19              24               1              HE  1.20000               2                   0   44006998
               19              24               2              HE  1.20000               2                   0   4400A998
               20              24               1              HE  1.20000               2                   0   44006A18
               20              24               2              HE  1.20000               2                   0   4400AA18
               16              25               3              HE  1.20000               1                   0   4400E819
               17              25               1              HE  1.20000               1                   0   44006899
               18              25               1              HE  1.20000               2                   0   44006919
               18              25               2              HE  1.20000               2                   0   4400A919
               19              25               1              HE  1.20000               2                   0   44006999
               19              25               2              HE  1.20000               2                   0   4400A999
               20              25               1              HE  1.20000               2                   0   44006A19
               20              25               2              HE  1.20000               2                   0   4400AA19
               21              25               1              HE  1.20000               2                   0   44006A99
               21              25               2              HE  1.20000               2                   0   4400AA99
               22              25               1              HE  1.20000               2                   0   44006B19
               22              25               2              HE  1.20000               2                   0   4400AB19
               23              25               1              HE  1.20000               2                   0   44006B99
               23              25               2              HE  1.20000               2                   0   4400AB99
               24              25               1              HE  1.20000               2                   0   44006C19
               24              25               2              HE  1.20000               2                   0   4400AC19
               25              25               1              HE  1.20000               2                   0   44006C99
               25              25               2              HE  1.20000               2                   0   4400AC99
               26              25               1              HE  1.20000               2                   0   44006D19
               26              25               2              HE  1.20000               2                   0   4400AD19
               27              25               1              HE  1.21000               5                   0   44006D99
               27              25               2              HE  1.21000               5                   0   4400AD99
               27              25               3              HE  1.21000               5                   0   4400ED99
               28              25               1              HE  1.21000               5                   0   44006E19
               28              25               2              HE  1.21000               5                   0   4400AE19
               28              25               3              HE  1.21000               5                   0   4400EE19
               29              25               1              HE  1.21000               5                   0   44006E99
               29              25               2              HE  1.21000               5                   0   4400AE99
               16              26               3              HE  1.20000               1                   0   4400E81A
               17              26               1              HE  1.20000               1                   0   4400689A
               18              26               1              HE  1.20000               2                   0   4400691A
               18              26               2              HE  1.20000               2                   0   4400A91A
               19              26               1              HE  1.20000               2                   0   4400699A
               19              26               2              HE  1.20000               2                   0   4400A99A
               20              26               1              HE  1.20000               2                   0   44006A1A
               20              26               2              HE  1.20000               2                   0   4400AA1A
               16              27               3              HE  1.20000               1                   0   4400E81B
               17              27               1              HE  1.20000               1                   0   4400689B
               18              27               1              HE  1.20000               2                   0   4400691B
               18              27               2              HE  1.20000               2                   0   4400A91B
               19              27               1              HE  1.20000               2                   0   4400699B
               19              27               2              HE  1.20000               2                   0   4400A99B
               20              27               1              HE  1.20000               2                   0   44006A1B
               20              27               2              HE  1.20000               2                   0   4400AA1B
               21              27               1              HE  1.20000               2                   0   44006A9B
               21              27               2              HE  1.20000               2                   0   4400AA9B
               22              27               1              HE  1.20000               2                   0   44006B1B
               22              27               2              HE  1.20000               2                   0   4400AB1B
               23              27               1              HE  1.20000               2                   0   44006B9B
               23              27               2              HE  1.20000               2                   0   4400AB9B
               24              27               1              HE  1.20000               2                   0   44006C1B
               24              27               2              HE  1.20000               2                   0   4400AC1B
               25              27               1              HE  1.20000               2                   0   44006C9B
               25              27               2              HE  1.20000               2                   0   4400AC9B
               26              27               1              HE  1.20000               2                   0   44006D1B
               26              27               2              HE  1.20000               2                   0   4400AD1B
               27              27               1              HE  1.21000               5                   0   44006D9B
               27              27               2              HE  1.21000               5                   0   4400AD9B
               27              27               3              HE  1.21000               5                   0   4400ED9B
               28              27               1              HE  1.21000               5                   0   44006E1B
               28              27               2              HE  1.21000               5                   0   4400AE1B
               28              27               3              HE  1.21000               5                   0   4400EE1B
               29              27               1              HE  1.21000               5                   0   44006E9B
               29              27               2              HE  1.21000               5                   0   4400AE9B
               16              28               3              HE  1.20000               1                   0   4400E81C
               17              28               1              HE  1.20000               1                   0   4400689C
               18              28               1              HE  1.20000               2                   0   4400691C
               18              28               2              HE  1.20000               2                   0   4400A91C
               19              28               1              HE  1.20000               2                   0   4400699C
               19              28               2              HE  1.20000               2                   0   4400A99C
               20              28               1              HE  1.20000               2                   0   44006A1C
               20              28               2              HE  1.20000               2                   0   4400AA1C
               16              29               3              HE  1.20000               1                   0   4400E81D
               17              29               1              HE  1.20000               1                   0   4400689D
               18              29               1              HE  1.20000               2                   0   4400691D
               18              29               2              HE  1.20000               2                   0   4400A91D
               19              29               1              HE  1.20000               2                   0   4400699D
               19              29               2              HE  1.20000               2                   0   4400A99D
               20              29               1              HE  1.20000               2                   0   44006A1D
               20              29               2              HE  1.20000               2                   0   4400AA1D
               21              29               1              HE  1.20000               2                   0   44006A9D
               21              29               2              HE  1.20000               2                   0   4400AA9D
               22              29               1              HE  1.20000               2                   0   44006B1D
               22              29               2              HE  1.20000               2                   0   4400AB1D
               23              29               1              HE  1.20000               2                   0   44006B9D
               23              29               2              HE  1.20000               2                   0   4400AB9D
               24              29               1              HE  1.20000               2                   0   44006C1D
               24              29               2              HE  1.20000               2                   0   4400AC1D
               25              29               1              HE  1.20000               2                   0   44006C9D
               25              29               2              HE  1.20000               2                   0   4400AC9D
               26              29               1              HE  1.20000               2                   0   44006D1D
               26              29               2              HE  1.20000               2                   0   4400AD1D
               27              29               1              HE  1.21000               5                   0   44006D9D
               27              29               2              HE  1.21000               5                   0   4400AD9D
               27              29               3              HE  1.21000               5                   0   4400ED9D
               28              29               1              HE  1.21000               5                   0   44006E1D
               28              29               2              HE  1.21000               5                   0   4400AE1D
               28              29               3              HE  1.21000               5                   0   4400EE1D
               29              29               1              HE  1.21000               5                   0   44006E9D
               29              29               2              HE  1.21000               5                   0   4400AE9D
               16              30               3              HE  1.20000               1                   0   4400E81E
               17              30               1              HE  1.20000               1                   0   4400689E
               18              30               1              HE  1.20000               2                   0   4400691E
               18              30               2              HE  1.20000               2                   0   4400A91E
               19              30               1              HE  1.20000               2                   0   4400699E
               19              30               2              HE  1.20000               2                   0   4400A99E
               20              30               1              HE  1.20000               2                   0   44006A1E
               20              30               2              HE  1.20000               2                   0   4400AA1E
               16              31               3              HE  1.20000               1                   0   4400E81F
               17              31               1              HE  1.20000               1                   0   4400689F
               18              31               1              HE  1.20000               2                   0   4400691F
               18              31               2              HE  1.20000               2                   0   4400A91F
               19              31               1              HE  1.20000               2                   0   4400699F
               19              31               2              HE  1.20000               2                   0   4400A99F
               20              31               1              HE  1.20000               2                   0   44006A1F
               20              31               2              HE  1.20000               2                   0   4400AA1F
               21              31               1              HE  1.20000               2                   0   44006A9F
               21              31               2              HE  1.20000               2                   0   4400AA9F
               22              31               1              HE  1.20000               2                   0   44006B1F
               22              31               2              HE  1.20000               2                   0   4400AB1F
               23              31               1              HE  1.20000               2                   0   44006B9F
               23              31               2              HE  1.20000               2                   0   4400AB9F
               24              31               1              HE  1.20000               2                   0   44006C1F
               24              31               2              HE  1.20000               2                   0   4400AC1F
               25              31               1              HE  1.20000               2                   0   44006C9F
               25              31               2              HE  1.20000               2                   0   4400AC9F
               26              31               1              HE  1.20000               2                   0   44006D1F
               26              31               2              HE  1.20000               2                   0   4400AD1F
               27              31               1              HE  1.21000               5                   0   44006D9F
               27              31               2              HE  1.21000               5                   0   4400AD9F
               27              31               3              HE  1.21000               5                   0   4400ED9F
               28              31               1              HE  1.21000               5                   0   44006E1F
               28              31               2              HE  1.21000               5                   0   4400AE1F
               28              31               3              HE  1.21000               5                   0   4400EE1F
               29              31               1              HE  1.21000               5                   0   44006E9F
               29              31               2              HE  1.21000               5                   0   4400AE9F
               16              32               3              HE  1.20000               1                   0   4400E820
               17              32               1              HE  1.20000               1                   0   440068A0
               18              32               1              HE  1.20000               2                   0   44006920
               18              32               2              HE  1.20000               2                   0   4400A920
               19              32               1              HE  1.20000               2                   0   440069A0
               19              32               2              HE  1.20000               2                   0   4400A9A0
               20              32               1              HE  1.20000               2                   0   44006A20
               20              32               2              HE  1.20000               2                   0   4400AA20
               16              33               3              HE  1.20000               1                   0   4400E821
               17              33               1              HE  1.20000               1                   0   440068A1
               18              33               1              HE  1.20000               2                   0   44006921
               18              33               2              HE  1.20000               2                   0   4400A921
               19              33               1              HE  1.20000               2                   0   440069A1
               19              33               2              HE  1.20000               2                   0   4400A9A1
               20              33               1              HE  1.20000               2                   0   44006A21
               20              33               2              HE  1.20000               2                   0   4400AA21
               21              33               1              HE  1.20000               2                   0   44006AA1
               21              33               2              HE  1.20000               2                   0   4400AAA1
               22              33               1              HE  1.20000               2                   0   44006B21
               22              33               2              HE  1.20000               2                   0   4400AB21
               23              33               1              HE  1.20000               2                   0   44006BA1
               23              33               2              HE  1.20000               2                   0   4400ABA1
               24              33               1              HE  1.20000               2                   0   44006C21
               24              33               2              HE  1.20000               2                   0   4400AC21
               25              33               1              HE  1.20000               2                   0   44006CA1
               25              33               2              HE  1.20000               2                   0   4400ACA1
               26              33               1              HE  1.20000               2                   0   44006D21
               26              33               2              HE  1.20000               2                   0   4400AD21
               27              33               1              HE  1.21000               5                   0   44006DA1
               27              33               2              HE  1.21000               5                   0   4400ADA1
               27              33               3              HE  1.21000               5                   0   4400EDA1
               28              33               1              HE  1.21000               5                   0   44006E21
               28              33               2              HE  1.21000               5                   0   4400AE21
               28              33               3              HE  1.21000               5                   0   4400EE21
               29              33               1              HE  1.21000               5                   0   44006EA1
               29              33               2              HE  1.21000               5                   0   4400AEA1
               16              34               3              HE  1.20000               1                   0   4400E822
               17              34               1              HE  1.20000               1                   0   440068A2
               18              34               1              HE  1.20000               2                   0   44006922
               18              34               2              HE  1.20000               2                   0   4400A922
               19              34               1              HE  1.20000               2                   0   440069A2
               19              34               2              HE  1.20000               2                   0   4400A9A2
               20              34               1              HE  1.20000               2                   0   44006A22
               20              34               2              HE  1.20000               2                   0   4400AA22
               16              35               3              HE  1.20000               1                   0   4400E823
               17              35               1              HE  1.20000               1                   0   440068A3
               18              35               1              HE  1.20000               2                   0   44006923
               18              35               2              HE  1.20000               2                   0   4400A923
               19              35               1              HE  1.20000               2                   0   440069A3
               19              35               2              HE  1.20000               2                   0   4400A9A3
               20              35               1              HE  1.20000               2                   0   44006A23
               20              35               2              HE  1.20000               2                   0   4400AA23
               21              35               1              HE  1.20000               2                   0   44006AA3
               21              35               2              HE  1.20000               2                   0   4400AAA3
               22              35               1              HE  1.20000               2                   0   44006B23
