[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_quark}
101 127 9 10 4 0 100 12.857 21.958
101 127 10 11 4 0 100 12.815 22.082
101 127 11 12 4 0 100 13.024 22.235
101 127 12 13 4 0 100 12.978 22.345
101 127 13 14 4 0 100 12.962 22.433
101 127 14 15 4 0 100 13.011 22.566
101 127 15 16 4 0 100 13.144 22.699
101 127 16 17 4 0 100 13.079 22.848
101 127 17 18 4 0 100 13.230 22.906
101 127 18 19 4 0 100 13.073 22.948
101 127 19 20 4 0 100 13.049 23.042
101 127 20 21 4 0 100 12.879 23.275
101 127 21 22 4 0 100 13.327 23.305
101 127 22 23 4 0 100 13.033 23.467
101 127 23 24 4 0 100 13.068 23.443
101 127 24 25 4 0 100 13.300 23.606
101 127 25 26 4 0 100 13.151 23.790
101 127 26 27 4 0 100 13.386 23.943
101 127 27 28 4 0 100 13.479 24.137
101 127 28 29 4 0 100 13.666 24.117
101 127 29 30 4 0 100 13.570 24.184
101 127 30 31 4 0 100 12.781 24.204
101 127 31 32 4 0 100 13.526 24.310
101 127 32 33 4 0 100 13.467 24.391
101 127 33 34 4 0 100 13.277 24.547
101 127 34 35 4 0 100 13.215 24.582
101 127 35 36 4 0 100 14.485 24.868
101 127 36 37 4 0 100 14.219 24.794
101 127 37 38 4 0 100 12.524 24.772
101 127 38 39 4 0 100 16.627 24.548
101 127 39 40 4 0 100 16.170 25.074
101 127 40 41 4 0 100 16.645 24.482
101 127 41 42 4 0 100 16.093 24.635
101 127 42 43 4 0 100 30.451 24.275
101 127 43 44 4 0 100 23.205 24.786
101 127 44 100 4 0 100 20.356 23.858
127 159 0 1 4 0 100 46.136 16.322
127 159 1 2 4 0 100 14.445 21.808
127 159 2 3 4 0 100 12.233 22.618
127 159 3 4 4 0 100 12.342 23.070
127 159 4 5 4 0 100 11.792 23.138
127 159 5 6 4 0 100 12.013 23.348
127 159 6 7 4 0 100 11.749 23.506
127 159 7 8 4 0 100 11.909 23.692
127 159 8 9 4 0 100 12.165 23.786
127 159 9 10 4 0 100 12.192 23.852
127 159 10 11 4 0 100 12.324 24.060
127 159 11 12 4 0 100 12.061 24.150
127 159 12 13 4 0 100 12.093 24.342
127 159 13 14 4 0 100 12.419 24.375
127 159 14 15 4 0 100 12.253 24.599
127 159 15 16 4 0 100 12.400 24.628
127 159 16 17 4 0 100 12.444 24.744
127 159 17 18 4 0 100 12.386 24.834
127 159 18 19 4 0 100 12.482 25.009
127 159 19 20 4 0 100 12.516 25.036
127 159 20 21 4 0 100 12.627 25.150
127 159 21 22 4 0 100 12.536 25.274
127 159 22 23 4 0 100 12.244 25.412
127 159 23 24 4 0 100 12.462 25.457
127 159 24 25 4 0 100 12.219 25.574
127 159 25 26 4 0 100 12.535 25.657
127 159 26 27 4 0 100 12.338 25.741
127 159 27 28 4 0 100 12.520 25.791
127 159 28 29 4 0 100 12.815 25.896
127 159 29 30 4 0 100 12.403 26.013
127 159 30 31 4 0 100 13.022 26.155
127 159 31 32 4 0 100 12.175 26.195
127 159 32 33 4 0 100 13.029 26.289
127 159 33 34 4 0 100 13.252 26.021
127 159 34 35 4 0 100 13.967 26.457
127 159 35 36 4 0 100 14.561 26.782
127 159 36 37 4 0 100 13.140 26.128
127 159 37 38 4 0 100 12.760 26.479
127 159 38 39 4 0 100 14.773 26.950
127 159 39 40 4 0 100 13.254 26.117
127 159 40 41 4 0 100 17.078 27.084
127 159 41 42 4 0 100 14.993 27.484
127 159 42 43 4 0 100 17.232 27.407
127 159 43 44 4 0 100 22.273 27.202
127 159 44 100 4 0 100 31.593 26.477
159 201 0 1 4 0 100 50.000 18.316
159 201 1 2 4 0 100 13.561 23.891
159 201 2 3 4 0 100 11.291 24.401
159 201 3 4 4 0 100 11.702 24.966
159 201 4 5 4 0 100 10.944 24.918
159 201 5 6 4 0 100 11.259 25.342
159 201 6 7 4 0 100 11.152 25.543
159 201 7 8 4 0 100 11.534 25.618
159 201 8 9 4 0 100 11.382 25.870
159 201 9 10 4 0 100 11.573 25.926
159 201 10 11 4 0 100 11.476 26.051
159 201 11 12 4 0 100 11.405 26.092
159 201 12 13 4 0 100 11.473 26.220
159 201 13 14 4 0 100 11.453 26.363
159 201 14 15 4 0 100 11.626 26.500
159 201 15 16 4 0 100 11.408 26.587
159 201 16 17 4 0 100 11.737 26.689
159 201 17 18 4 0 100 11.739 26.747
159 201 18 19 4 0 100 11.457 26.876
159 201 19 20 4 0 100 12.021 27.109
159 201 20 21 4 0 100 11.957 26.988
159 201 21 22 4 0 100 11.871 27.206
159 201 22 23 4 0 100 11.884 27.320
159 201 23 24 4 0 100 11.963 27.387
159 201 24 25 4 0 100 11.890 27.541
159 201 25 26 4 0 100 11.695 27.778
159 201 26 27 4 0 100 12.083 27.637
159 201 27 28 4 0 100 12.001 27.917
159 201 28 29 4 0 100 11.772 27.894
159 201 29 30 4 0 100 12.239 28.146
159 201 30 31 4 0 100 11.722 28.090
159 201 31 32 4 0 100 11.900 28.043
159 201 32 33 4 0 100 12.211 28.131
159 201 33 34 4 0 100 12.994 28.210
159 201 34 35 4 0 100 12.077 28.030
159 201 35 36 4 0 100 12.874 28.665
159 201 36 37 4 0 100 11.807 28.673
159 201 37 38 4 0 100 12.783 28.432
159 201 38 39 4 0 100 12.841 28.709
159 201 39 40 4 0 100 14.219 28.028
159 201 40 41 4 0 100 14.819 29.121
159 201 41 42 4 0 100 24.603 29.537
159 201 42 43 4 0 100 18.597 28.052
159 201 43 44 4 0 100 21.138 28.965
159 201 44 100 4 0 100 16.639 27.689
201 252 0 1 4 0 100 50.000 25.447
201 252 1 2 4 0 100 12.766 25.525
201 252 2 3 4 0 100 11.555 26.527
201 252 3 4 4 0 100 10.578 27.243
201 252 4 5 4 0 100 11.009 27.090
201 252 5 6 4 0 100 10.688 27.488
201 252 6 7 4 0 100 10.620 27.639
201 252 7 8 4 0 100 10.518 27.631
201 252 8 9 4 0 100 10.705 27.889
201 252 9 10 4 0 100 10.940 27.891
201 252 10 11 4 0 100 10.894 28.053
201 252 11 12 4 0 100 11.040 28.184
201 252 12 13 4 0 100 11.011 28.253
201 252 13 14 4 0 100 10.819 28.371
201 252 14 15 4 0 100 11.134 28.466
201 252 15 16 4 0 100 11.041 28.581
201 252 16 17 4 0 100 10.939 28.714
201 252 17 18 4 0 100 10.743 28.821
201 252 18 19 4 0 100 10.887 28.902
201 252 19 20 4 0 100 10.973 29.020
201 252 20 21 4 0 100 11.340 29.115
201 252 21 22 4 0 100 11.258 29.154
201 252 22 23 4 0 100 11.153 29.215
201 252 23 24 4 0 100 11.130 29.456
201 252 24 25 4 0 100 11.151 29.465
201 252 25 26 4 0 100 11.151 29.594
201 252 26 27 4 0 100 11.258 29.695
201 252 27 28 4 0 100 11.669 29.809
201 252 28 29 4 0 100 11.006 29.837
201 252 29 30 4 0 100 11.456 29.870
201 252 30 31 4 0 100 11.672 29.775
201 252 31 32 4 0 100 11.261 29.818
201 252 32 33 4 0 100 12.181 30.326
201 252 33 34 4 0 100 11.507 29.924
201 252 34 35 4 0 100 13.456 30.103
201 252 35 36 4 0 100 12.205 30.423
201 252 36 37 4 0 100 13.114 30.265
201 252 37 38 4 0 100 13.191 30.185
201 252 38 39 4 0 100 13.285 30.310
201 252 39 40 4 0 100 14.839 29.559
201 252 40 41 4 0 100 16.072 29.729
201 252 41 42 4 0 100 23.608 28.714
201 252 42 43 4 0 100 38.541 32.662
201 252 43 44 4 0 100 19.792 29.441
201 252 44 100 4 0 100 23.199 30.289
252 317 0 1 4 0 100 1.356 100.000
252 317 1 2 4 0 100 16.001 27.783
252 317 2 3 4 0 100 10.036 28.605
252 317 3 4 4 0 100 10.270 28.899
252 317 4 5 4 0 100 9.881 29.184
252 317 5 6 4 0 100 10.394 29.423
252 317 6 7 4 0 100 10.334 29.676
252 317 7 8 4 0 100 10.399 29.600
252 317 8 9 4 0 100 10.496 29.865
252 317 9 10 4 0 100 10.354 29.935
252 317 10 11 4 0 100 10.204 30.063
252 317 11 12 4 0 100 10.481 30.189
252 317 12 13 4 0 100 10.318 30.178
252 317 13 14 4 0 100 10.307 30.289
252 317 14 15 4 0 100 10.615 30.510
252 317 15 16 4 0 100 10.390 30.607
252 317 16 17 4 0 100 10.344 30.742
252 317 17 18 4 0 100 10.481 30.716
252 317 18 19 4 0 100 10.197 30.866
252 317 19 20 4 0 100 10.717 30.824
252 317 20 21 4 0 100 10.763 31.083
252 317 21 22 4 0 100 10.477 31.121
252 317 22 23 4 0 100 10.728 31.357
252 317 23 24 4 0 100 11.023 31.185
252 317 24 25 4 0 100 10.759 31.371
252 317 25 26 4 0 100 10.467 31.666
252 317 26 27 4 0 100 11.017 31.311
252 317 27 28 4 0 100 10.589 31.799
252 317 28 29 4 0 100 10.742 31.716
252 317 29 30 4 0 100 11.085 31.554
252 317 30 31 4 0 100 10.966 31.851
252 317 31 32 4 0 100 10.743 31.963
252 317 32 33 4 0 100 11.244 31.492
252 317 33 34 4 0 100 11.475 32.025
252 317 34 35 4 0 100 11.585 32.151
252 317 35 36 4 0 100 13.024 32.719
252 317 36 37 4 0 100 11.893 32.291
252 317 37 38 4 0 100 12.672 31.492
252 317 38 39 4 0 100 12.543 32.571
252 317 39 40 4 0 100 19.974 33.083
252 317 40 41 4 0 100 14.667 31.874
252 317 41 42 4 0 100 23.898 33.976
252 317 42 43 4 0 100 20.367 28.823
252 317 43 44 4 0 100 25.934 29.998
252 317 44 100 4 0 100 50.000 29.019
317 400 0 1 4 0 100 1.505 100.000
317 400 1 2 4 0 100 14.171 28.402
317 400 2 3 4 0 100 10.256 30.659
317 400 3 4 4 0 100 9.278 31.427
317 400 4 5 4 0 100 9.436 31.200
317 400 5 6 4 0 100 9.740 31.465
317 400 6 7 4 0 100 9.730 31.516
317 400 7 8 4 0 100 9.596 31.659
317 400 8 9 4 0 100 10.161 31.724
317 400 9 10 4 0 100 10.006 31.895
317 400 10 11 4 0 100 10.054 31.976
317 400 11 12 4 0 100 10.057 32.041
317 400 12 13 4 0 100 9.982 32.093
317 400 13 14 4 0 100 9.908 32.239
317 400 14 15 4 0 100 10.187 32.354
317 400 15 16 4 0 100 10.084 32.458
317 400 16 17 4 0 100 10.082 32.624
317 400 17 18 4 0 100 10.061 32.696
317 400 18 19 4 0 100 9.840 32.952
317 400 19 20 4 0 100 10.234 32.933
317 400 20 21 4 0 100 10.233 32.886
317 400 21 22 4 0 100 10.201 33.161
317 400 22 23 4 0 100 10.157 33.105
317 400 23 24 4 0 100 10.508 33.390
317 400 24 25 4 0 100 10.075 33.421
317 400 25 26 4 0 100 10.531 33.485
317 400 26 27 4 0 100 10.162 33.573
317 400 27 28 4 0 100 10.316 33.562
317 400 28 29 4 0 100 10.401 33.622
317 400 29 30 4 0 100 10.901 33.911
317 400 30 31 4 0 100 10.607 34.161
317 400 31 32 4 0 100 10.735 33.788
317 400 32 33 4 0 100 11.435 33.739
317 400 33 34 4 0 100 10.734 33.822
317 400 34 35 4 0 100 10.836 34.695
317 400 35 36 4 0 100 12.923 33.443
317 400 36 37 4 0 100 13.633 33.943
317 400 37 38 4 0 100 12.977 34.504
317 400 38 39 4 0 100 14.784 35.053
317 400 39 40 4 0 100 18.546 33.150
317 400 40 41 4 0 100 20.254 34.554
317 400 41 42 4 0 100 24.794 32.718
317 400 42 43 4 0 100 20.165 32.203
317 400 43 44 4 0 100 26.899 31.367
317 400 44 100 4 0 100 50.000 33.542
400 503 0 1 4 0 100 1.583 100.000
400 503 1 2 4 0 100 14.483 29.164
400 503 2 3 4 0 100 9.444 31.881
400 503 3 4 4 0 100 9.001 32.664
400 503 4 5 4 0 100 9.041 33.541
400 503 5 6 4 0 100 9.400 33.393
400 503 6 7 4 0 100 9.660 33.198
400 503 7 8 4 0 100 9.512 33.600
400 503 8 9 4 0 100 9.377 33.796
400 503 9 10 4 0 100 9.247 33.854
400 503 10 11 4 0 100 9.681 33.877
400 503 11 12 4 0 100 9.752 33.933
400 503 12 13 4 0 100 9.589 34.104
400 503 13 14 4 0 100 9.503 34.262
400 503 14 15 4 0 100 9.558 34.355
400 503 15 16 4 0 100 9.791 34.358
400 503 16 17 4 0 100 9.558 34.735
400 503 17 18 4 0 100 9.566 34.466
400 503 18 19 4 0 100 9.805 34.835
400 503 19 20 4 0 100 9.886 34.706
400 503 20 21 4 0 100 9.805 34.966
400 503 21 22 4 0 100 10.168 35.123
400 503 22 23 4 0 100 9.500 35.101
400 503 23 24 4 0 100 10.125 35.370
400 503 24 25 4 0 100 9.779 35.101
400 503 25 26 4 0 100 10.272 35.001
400 503 26 27 4 0 100 9.947 35.308
400 503 27 28 4 0 100 10.210 35.154
400 503 28 29 4 0 100 10.441 35.333
400 503 29 30 4 0 100 9.927 35.645
400 503 30 31 4 0 100 9.914 35.522
400 503 31 32 4 0 100 10.376 35.605
400 503 32 33 4 0 100 10.090 35.638
400 503 33 34 4 0 100 11.324 35.520
400 503 34 35 4 0 100 12.236 35.532
400 503 35 36 4 0 100 10.533 35.454
400 503 36 37 4 0 100 14.406 34.915
400 503 37 38 4 0 100 18.298 35.565
400 503 38 39 4 0 100 17.328 34.136
400 503 39 40 4 0 100 30.927 35.081
400 503 40 41 4 0 100 22.205 31.522
400 503 41 42 4 0 100 36.483 32.608
400 503 42 43 4 0 100 50.000 28.036
400 503 43 44 4 0 100 50.000 30.618
400 503 44 100 4 0 100 50.000 34.069
503 633 0 1 4 0 100 1.717 100.000
503 633 1 2 4 0 100 50.000 30.059
503 633 2 3 4 0 100 11.390 34.296
503 633 3 4 4 0 100 9.657 34.974
503 633 4 5 4 0 100 9.036 34.416
503 633 5 6 4 0 100 8.887 35.217
503 633 6 7 4 0 100 8.933 35.358
503 633 7 8 4 0 100 9.209 35.915
503 633 8 9 4 0 100 9.415 35.595
503 633 9 10 4 0 100 9.484 35.362
503 633 10 11 4 0 100 9.161 36.001
503 633 11 12 4 0 100 9.348 36.044
503 633 12 13 4 0 100 9.276 35.912
503 633 13 14 4 0 100 9.335 35.993
503 633 14 15 4 0 100 9.425 35.881
503 633 15 16 4 0 100 9.206 36.493
503 633 16 17 4 0 100 9.331 36.292
503 633 17 18 4 0 100 9.386 36.754
503 633 18 19 4 0 100 9.240 36.611
503 633 19 20 4 0 100 9.647 36.890
503 633 20 21 4 0 100 9.477 36.994
503 633 21 22 4 0 100 9.869 36.397
503 633 22 23 4 0 100 9.542 37.017
503 633 23 24 4 0 100 9.225 37.444
503 633 24 25 4 0 100 9.868 37.625
503 633 25 26 4 0 100 9.735 36.980
503 633 26 27 4 0 100 10.019 37.150
503 633 27 28 4 0 100 9.863 37.647
503 633 28 29 4 0 100 10.512 37.479
503 633 29 30 4 0 100 10.557 37.203
503 633 30 31 4 0 100 10.813 38.022
503 633 31 32 4 0 100 11.730 38.223
503 633 32 33 4 0 100 11.109 38.453
503 633 33 34 4 0 100 11.451 36.719
503 633 34 35 4 0 100 15.184 36.077
503 633 35 36 4 0 100 16.318 36.637
503 633 36 37 4 0 100 14.479 36.332
503 633 37 38 4 0 100 23.649 38.340
503 633 38 39 4 0 100 15.509 35.576
503 633 39 40 4 0 100 18.139 37.618
503 633 40 41 4 0 100 39.768 33.837
503 633 41 42 4 0 100 12.004 39.913
503 633 42 43 4 0 100 1.542 100.000
503 633 43 44 4 0 100 1.625 100.000
503 633 44 100 4 0 100 1.587 100.000
633 797 0 1 4 0 100 1.684 100.000
633 797 1 2 4 0 100 50.000 28.170
633 797 2 3 4 0 100 13.838 35.164
633 797 3 4 4 0 100 10.888 36.389
633 797 4 5 4 0 100 9.336 36.608
633 797 5 6 4 0 100 9.136 37.114
633 797 6 7 4 0 100 8.954 36.904
633 797 7 8 4 0 100 9.057 37.629
633 797 8 9 4 0 100 8.711 37.961
633 797 9 10 4 0 100 8.915 37.804
633 797 10 11 4 0 100 9.146 37.219
633 797 11 12 4 0 100 8.908 37.477
633 797 12 13 4 0 100 9.111 37.529
633 797 13 14 4 0 100 9.075 37.967
633 797 14 15 4 0 100 9.192 37.655
633 797 15 16 4 0 100 8.671 38.287
633 797 16 17 4 0 100 8.954 38.274
633 797 17 18 4 0 100 9.287 38.023
633 797 18 19 4 0 100 9.350 38.193
633 797 19 20 4 0 100 9.276 38.497
633 797 20 21 4 0 100 9.288 38.851
633 797 21 22 4 0 100 9.838 38.625
633 797 22 23 4 0 100 9.607 38.931
633 797 23 24 4 0 100 9.946 38.461
633 797 24 25 4 0 100 10.296 38.272
633 797 25 26 4 0 100 9.528 38.602
633 797 26 27 4 0 100 10.318 38.863
633 797 27 28 4 0 100 10.116 39.209
633 797 28 29 4 0 100 10.718 39.925
633 797 29 30 4 0 100 9.589 38.184
633 797 30 31 4 0 100 10.194 38.191
633 797 31 32 4 0 100 15.078 38.353
633 797 32 33 4 0 100 10.984 38.260
633 797 33 34 4 0 100 12.372 39.331
633 797 34 35 4 0 100 20.332 38.465
633 797 35 36 4 0 100 23.268 38.363
633 797 36 37 4 0 100 43.064 32.891
633 797 37 38 4 0 100 30.370 32.154
633 797 38 39 4 0 100 50.000 33.089
633 797 39 40 4 0 100 1.631 100.000
633 797 40 41 4 0 100 50.000 39.106
633 797 41 42 4 0 100 50.000 37.444
633 797 42 43 4 0 100 1.632 100.000
633 797 43 44 4 0 100 1.699 100.000
633 797 44 100 4 0 100 1.636 100.000
797 1003 0 1 4 0 100 1.745 100.000
797 1003 1 2 4 0 100 1.529 100.000
797 1003 2 3 4 0 100 50.000 35.992
797 1003 3 4 4 0 100 10.360 38.134
797 1003 4 5 4 0 100 9.676 38.071
797 1003 5 6 4 0 100 8.720 38.838
797 1003 6 7 4 0 100 8.897 38.739
797 1003 7 8 4 0 100 8.826 38.287
797 1003 8 9 4 0 100 8.503 39.030
797 1003 9 10 4 0 100 8.478 39.203
797 1003 10 11 4 0 100 8.999 39.763
797 1003 11 12 4 0 100 8.556 39.475
797 1003 12 13 4 0 100 8.991 39.217
797 1003 13 14 4 0 100 8.260 39.555
797 1003 14 15 4 0 100 8.555 40.261
797 1003 15 16 4 0 100 8.890 39.730
797 1003 16 17 4 0 100 8.951 39.862
797 1003 17 18 4 0 100 8.912 39.935
797 1003 18 19 4 0 100 9.327 40.124
797 1003 19 20 4 0 100 9.965 38.956
797 1003 20 21 4 0 100 8.864 40.174
797 1003 21 22 4 0 100 8.744 40.208
797 1003 22 23 4 0 100 9.566 40.229
797 1003 23 24 4 0 100 9.612 39.603
797 1003 24 25 4 0 100 9.959 40.302
797 1003 25 26 4 0 100 10.143 39.389
797 1003 26 27 4 0 100 10.157 38.681
797 1003 27 28 4 0 100 10.880 39.668
797 1003 28 29 4 0 100 13.118 39.818
797 1003 29 30 4 0 100 15.839 37.858
797 1003 30 31 4 0 100 15.914 36.062
797 1003 31 32 4 0 100 15.083 41.122
797 1003 32 33 4 0 100 27.112 39.888
797 1003 33 34 4 0 100 32.381 33.380
797 1003 34 35 4 0 100 1.771 100.000
797 1003 35 36 4 0 100 50.000 38.910
797 1003 36 37 4 0 100 50.000 38.308
797 1003 37 38 4 0 100 1.756 100.000
797 1003 38 39 4 0 100 1.652 100.000
797 1003 39 40 4 0 100 1.787 100.000
797 1003 40 41 4 0 100 1.689 100.000
797 1003 41 42 4 0 100 1.651 100.000
797 1003 42 43 4 0 100 1.778 100.000
797 1003 43 44 4 0 100 1.738 100.000
797 1003 44 100 4 0 100 1.680 100.000
1003 1262 1 2 4 0 100 1.795 100.000
1003 1262 2 3 4 0 100 1.667 100.000
1003 1262 3 4 4 0 100 50.000 35.926
1003 1262 4 5 4 0 100 19.675 38.357
1003 1262 5 6 4 0 100 11.665 38.930
1003 1262 6 7 4 0 100 9.595 38.041
1003 1262 7 8 4 0 100 10.028 40.099
1003 1262 8 9 4 0 100 9.639 38.569
1003 1262 9 10 4 0 100 9.902 40.734
1003 1262 10 11 4 0 100 9.063 39.989
1003 1262 11 12 4 0 100 9.018 41.170
1003 1262 12 13 4 0 100 9.088 40.666
1003 1262 13 14 4 0 100 10.287 39.284
1003 1262 14 15 4 0 100 8.842 40.168
1003 1262 15 16 4 0 100 8.735 40.461
1003 1262 16 17 4 0 100 9.260 40.878
1003 1262 17 18 4 0 100 11.172 41.658
1003 1262 18 19 4 0 100 10.584 41.442
1003 1262 19 20 4 0 100 11.072 40.740
1003 1262 20 21 4 0 100 13.327 41.199
1003 1262 21 22 4 0 100 11.769 40.609
1003 1262 22 23 4 0 100 11.400 41.027
1003 1262 23 24 4 0 100 11.874 38.919
1003 1262 24 25 4 0 100 24.033 42.220
1003 1262 25 26 4 0 100 22.606 34.275
1003 1262 26 27 4 0 100 17.955 43.246
1003 1262 27 28 4 0 100 19.212 36.582
1003 1262 28 29 4 0 100 20.384 36.909
1003 1262 29 30 4 0 100 50.000 38.674
1003 1262 30 31 4 0 100 38.852 36.524
1003 1262 31 32 4 0 100 1.661 100.000
1003 1262 32 33 4 0 100 50.000 34.518
1003 1262 33 34 4 0 100 1.659 100.000
1003 1262 34 35 4 0 100 1.757 100.000
1003 1262 35 36 4 0 100 1.691 100.000
1003 1262 36 37 4 0 100 1.713 100.000
1003 1262 37 38 4 0 100 1.781 100.000
1003 1262 38 39 4 0 100 1.674 100.000
1003 1262 39 40 4 0 100 1.650 100.000
1003 1262 40 41 4 0 100 1.770 100.000
1003 1262 41 42 4 0 100 1.731 100.000
1003 1262 42 43 4 0 100 1.762 100.000
1003 1262 43 44 4 0 100 1.719 100.000
1003 1262 44 100 4 0 100 1.743 100.000
1262 1589 1 2 4 0 100 1.753 100.000
1262 1589 2 3 4 0 100 1.772 100.000
1262 1589 3 4 4 0 100 1.555 100.000
1262 1589 4 5 4 0 100 1.659 100.000
1262 1589 5 6 4 0 100 50.000 39.527
1262 1589 6 7 4 0 100 50.000 35.769
1262 1589 7 8 4 0 100 16.305 37.605
1262 1589 8 9 4 0 100 16.934 39.736
1262 1589 9 10 4 0 100 13.824 38.745
1262 1589 10 11 4 0 100 16.313 38.524
1262 1589 11 12 4 0 100 30.904 40.830
1262 1589 12 13 4 0 100 11.672 39.470
1262 1589 13 14 4 0 100 21.298 34.611
1262 1589 14 15 4 0 100 33.755 36.312
1262 1589 15 16 4 0 100 23.057 32.179
1262 1589 16 17 4 0 100 7.441 43.083
1262 1589 17 18 4 0 100 23.365 38.951
1262 1589 18 19 4 0 100 30.988 35.723
1262 1589 19 20 4 0 100 23.436 37.170
1262 1589 20 21 4 0 100 50.000 41.041
1262 1589 21 22 4 0 100 45.275 34.621
1262 1589 22 23 4 0 100 50.000 37.653
1262 1589 23 24 4 0 100 1.668 100.000
1262 1589 24 25 4 0 100 1.806 100.000
1262 1589 25 26 4 0 100 1.823 100.000
1262 1589 26 27 4 0 100 1.798 100.000
1262 1589 27 28 4 0 100 1.909 100.000
1262 1589 28 29 4 0 100 1.707 100.000
1262 1589 29 30 4 0 100 1.702 100.000
1262 1589 30 31 4 0 100 1.786 100.000
1262 1589 31 32 4 0 100 1.758 100.000
1262 1589 32 33 4 0 100 1.642 100.000
1262 1589 33 34 4 0 100 1.857 100.000
1262 1589 34 35 4 0 100 1.771 100.000
1262 1589 35 36 4 0 100 1.687 100.000
1262 1589 36 37 4 0 100 1.760 100.000
1262 1589 37 38 4 0 100 1.716 100.000
1262 1589 38 39 4 0 100 1.741 100.000
1262 1589 39 40 4 0 100 1.800 100.000
1262 1589 40 41 4 0 100 1.775 100.000
1262 1589 41 42 4 0 100 1.764 100.000
1262 1589 43 100 4 0 100 1.780 100.000
1589 2000 1 2 4 0 100 1.772 100.000
1589 2000 3 4 4 0 100 1.764 100.000
1589 2000 4 5 4 0 100 1.693 100.000
1589 2000 5 6 4 0 100 1.641 100.000
1589 2000 6 7 4 0 100 1.573 100.000
1589 2000 7 8 4 0 100 1.735 100.000
1589 2000 8 9 4 0 100 1.653 100.000
1589 2000 9 10 4 0 100 1.754 100.000
1589 2000 10 11 4 0 100 1.736 100.000
1589 2000 11 12 4 0 100 1.834 100.000
1589 2000 12 13 4 0 100 1.672 100.000
1589 2000 13 14 4 0 100 1.768 100.000
1589 2000 14 15 4 0 100 1.763 100.000
1589 2000 15 16 4 0 100 1.586 100.000
1589 2000 16 17 4 0 100 1.715 100.000
1589 2000 17 18 4 0 100 1.675 100.000
1589 2000 18 19 4 0 100 1.775 100.000
1589 2000 19 20 4 0 100 1.722 100.000
1589 2000 20 21 4 0 100 1.726 100.000
1589 2000 21 22 4 0 100 1.667 100.000
1589 2000 22 23 4 0 100 1.729 100.000
1589 2000 23 24 4 0 100 1.698 100.000
1589 2000 24 25 4 0 100 1.696 100.000
1589 2000 25 26 4 0 100 1.690 100.000
1589 2000 26 27 4 0 100 1.789 100.000
1589 2000 27 28 4 0 100 1.700 100.000
1589 2000 28 29 4 0 100 1.717 100.000
1589 2000 29 30 4 0 100 1.794 100.000
1589 2000 30 31 4 0 100 1.715 100.000
1589 2000 31 32 4 0 100 1.749 100.000
1589 2000 32 33 4 0 100 1.674 100.000
1589 2000 34 35 4 0 100 1.782 100.000
1589 2000 35 36 4 0 100 1.788 100.000
1589 2000 37 38 4 0 100 1.750 100.000
1589 2000 38 100 4 0 100 1.735 100.000
2000 4000 2 3 4 0 100 1.775 100.000
2000 4000 4 5 4 0 100 1.772 100.000
2000 4000 5 6 4 0 100 1.774 100.000
2000 4000 6 7 4 0 100 1.736 100.000
2000 4000 7 8 4 0 100 1.724 100.000
2000 4000 8 9 4 0 100 1.795 100.000
2000 4000 9 10 4 0 100 1.705 100.000
2000 4000 11 12 4 0 100 1.731 100.000
2000 4000 12 13 4 0 100 1.762 100.000
2000 4000 13 14 4 0 100 1.584 100.000
2000 4000 14 15 4 0 100 1.787 100.000
2000 4000 15 16 4 0 100 1.772 100.000
2000 4000 16 17 4 0 100 1.732 100.000
2000 4000 17 18 4 0 100 1.816 100.000
2000 4000 18 19 4 0 100 1.712 100.000
2000 4000 19 20 4 0 100 1.743 100.000
2000 4000 20 21 4 0 100 1.760 100.000
2000 4000 21 22 4 0 100 1.692 100.000
2000 4000 22 23 4 0 100 1.783 100.000
2000 4000 24 25 4 0 100 1.722 100.000
2000 4000 26 27 4 0 100 1.774 100.000
2000 4000 27 28 4 0 100 1.750 100.000
2000 4000 28 29 4 0 100 1.694 100.000
2000 4000 29 30 4 0 100 1.759 100.000
2000 4000 37 100 4 0 100 1.784 100.000
