[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_quark}
42 46 19 20 4 0 100 18.095 10.697
42 46 20 21 4 0 100 22.923 10.799
42 46 21 22 4 0 100 24.914 10.968
42 46 22 23 4 0 100 24.433 11.380
42 46 23 24 4 0 100 24.332 11.594
42 46 24 25 4 0 100 24.852 11.984
42 46 25 26 4 0 100 28.871 11.641
42 46 26 27 4 0 100 26.386 11.958
42 46 27 28 4 0 100 38.568 12.400
42 46 28 29 4 0 100 27.947 12.819
42 46 29 30 4 0 100 40.307 12.300
42 46 30 31 4 0 100 50.000 12.310
42 46 31 32 4 0 100 7.830 14.078
42 46 32 33 4 0 100 50.000 13.610
42 46 33 34 4 0 100 43.275 12.969
42 46 34 35 4 0 100 1.344 100.000
42 46 35 36 4 0 100 50.000 12.227
42 46 36 37 4 0 100 1.569 100.000
42 46 37 38 4 0 100 50.000 11.998
42 46 38 39 4 0 100 1.416 100.000
42 46 39 40 4 0 100 1.692 100.000
42 46 40 41 4 0 100 50.000 14.015
42 46 41 42 4 0 100 1.504 100.000
42 46 42 43 4 0 100 1.629 100.000
42 46 43 44 4 0 100 50.000 14.605
42 46 44 100 4 0 100 1.692 100.000
46 51 0 1 4 0 100 1.659 100.000
46 51 1 2 4 0 100 23.798 6.112
46 51 2 3 4 0 100 17.337 6.940
46 51 3 4 4 0 100 16.774 7.270
46 51 4 5 4 0 100 15.146 7.371
46 51 5 6 4 0 100 15.726 8.053
46 51 6 7 4 0 100 15.212 8.228
46 51 7 8 4 0 100 14.870 8.206
46 51 8 9 4 0 100 14.406 8.571
46 51 9 10 4 0 100 14.517 8.798
46 51 10 11 4 0 100 16.083 9.036
46 51 11 12 4 0 100 15.538 9.170
46 51 12 13 4 0 100 15.664 9.353
46 51 13 14 4 0 100 17.847 9.694
46 51 14 15 4 0 100 17.588 9.728
46 51 15 16 4 0 100 17.158 10.127
46 51 16 17 4 0 100 19.564 10.246
46 51 17 18 4 0 100 17.854 10.429
46 51 18 19 4 0 100 17.713 10.650
46 51 19 20 4 0 100 20.396 11.052
46 51 20 21 4 0 100 19.558 10.909
46 51 21 22 4 0 100 20.134 11.243
46 51 22 23 4 0 100 20.790 11.453
46 51 23 24 4 0 100 20.031 11.877
46 51 24 25 4 0 100 25.141 12.025
46 51 25 26 4 0 100 22.571 11.946
46 51 26 27 4 0 100 35.905 11.825
46 51 27 28 4 0 100 42.091 13.192
46 51 28 29 4 0 100 38.469 12.612
46 51 29 30 4 0 100 28.718 12.813
46 51 30 31 4 0 100 50.000 13.108
46 51 31 32 4 0 100 50.000 13.354
46 51 32 33 4 0 100 50.000 13.384
46 51 33 34 4 0 100 50.000 14.934
46 51 34 35 4 0 100 50.000 11.740
46 51 35 36 4 0 100 50.000 14.659
46 51 36 37 4 0 100 50.000 13.880
46 51 37 38 4 0 100 1.380 100.000
46 51 38 39 4 0 100 50.000 12.662
46 51 39 40 4 0 100 1.502 100.000
46 51 40 41 4 0 100 1.457 100.000
46 51 41 42 4 0 100 1.528 100.000
46 51 42 43 4 0 100 1.629 100.000
46 51 43 44 4 0 100 1.627 100.000
46 51 44 100 4 0 100 1.577 100.000
51 56 0 1 4 0 100 50.000 5.466
51 56 1 2 4 0 100 50.000 8.484
51 56 2 3 4 0 100 22.852 7.663
51 56 3 4 4 0 100 13.671 7.658
51 56 4 5 4 0 100 15.967 8.004
51 56 5 6 4 0 100 20.494 7.920
51 56 6 7 4 0 100 14.785 8.526
51 56 7 8 4 0 100 14.523 8.484
51 56 8 9 4 0 100 14.763 8.506
51 56 9 10 4 0 100 16.243 8.979
51 56 10 11 4 0 100 16.819 9.254
51 56 11 12 4 0 100 16.727 9.417
51 56 12 13 4 0 100 17.770 9.683
51 56 13 14 4 0 100 15.536 9.799
51 56 14 15 4 0 100 18.021 10.212
51 56 15 16 4 0 100 19.655 10.339
51 56 16 17 4 0 100 17.432 10.405
51 56 17 18 4 0 100 17.576 10.561
51 56 18 19 4 0 100 20.057 10.628
51 56 19 20 4 0 100 17.286 11.039
51 56 20 21 4 0 100 23.536 11.332
51 56 21 22 4 0 100 22.476 11.770
51 56 22 23 4 0 100 24.452 11.535
51 56 23 24 4 0 100 26.001 12.410
51 56 24 25 4 0 100 30.754 12.223
51 56 25 26 4 0 100 28.907 11.739
51 56 26 27 4 0 100 28.318 12.137
51 56 27 28 4 0 100 28.145 12.938
51 56 28 29 4 0 100 47.787 12.675
51 56 29 30 4 0 100 31.769 13.083
51 56 30 31 4 0 100 44.930 12.550
51 56 31 32 4 0 100 50.000 13.384
51 56 32 33 4 0 100 50.000 14.285
51 56 33 34 4 0 100 50.000 13.824
51 56 34 35 4 0 100 50.000 15.866
51 56 35 36 4 0 100 50.000 14.290
51 56 36 37 4 0 100 1.476 100.000
51 56 37 38 4 0 100 1.381 100.000
51 56 38 39 4 0 100 1.416 100.000
51 56 39 40 4 0 100 1.425 100.000
51 56 40 41 4 0 100 1.466 100.000
51 56 42 43 4 0 100 1.652 100.000
51 56 43 44 4 0 100 1.692 100.000
51 56 44 100 4 0 100 1.572 100.000
56 61 0 1 4 0 100 1.687 100.000
56 61 1 2 4 0 100 50.000 6.526
56 61 2 3 4 0 100 50.000 7.405
56 61 3 4 4 0 100 17.435 8.026
56 61 4 5 4 0 100 17.124 7.898
56 61 5 6 4 0 100 18.408 8.261
56 61 6 7 4 0 100 15.180 8.353
56 61 7 8 4 0 100 15.501 9.024
56 61 8 9 4 0 100 14.831 9.289
56 61 9 10 4 0 100 15.413 9.377
56 61 10 11 4 0 100 17.223 9.525
56 61 11 12 4 0 100 14.735 9.765
56 61 12 13 4 0 100 15.819 9.778
56 61 13 14 4 0 100 15.160 10.055
56 61 14 15 4 0 100 17.719 10.190
56 61 15 16 4 0 100 16.827 10.250
56 61 16 17 4 0 100 18.877 10.631
56 61 17 18 4 0 100 20.880 10.826
56 61 18 19 4 0 100 18.769 11.068
56 61 19 20 4 0 100 24.974 11.453
56 61 20 21 4 0 100 26.672 11.198
56 61 21 22 4 0 100 22.579 11.164
56 61 22 23 4 0 100 28.142 11.388
56 61 23 24 4 0 100 31.505 12.237
56 61 24 25 4 0 100 29.595 12.359
56 61 25 26 4 0 100 26.500 12.078
56 61 26 27 4 0 100 37.873 12.370
56 61 27 28 4 0 100 37.773 12.819
56 61 28 29 4 0 100 37.401 13.280
56 61 29 30 4 0 100 50.000 13.207
56 61 30 31 4 0 100 50.000 12.998
56 61 31 32 4 0 100 50.000 14.661
56 61 32 33 4 0 100 50.000 9.881
56 61 33 34 4 0 100 50.000 13.842
56 61 34 35 4 0 100 50.000 13.347
56 61 35 36 4 0 100 50.000 14.255
56 61 36 37 4 0 100 50.000 16.513
56 61 37 38 4 0 100 1.440 100.000
56 61 38 39 4 0 100 1.440 100.000
56 61 39 40 4 0 100 1.534 100.000
56 61 41 42 4 0 100 1.569 100.000
56 61 43 44 4 0 100 1.632 100.000
56 61 44 100 4 0 100 1.623 100.000
61 67 0 1 4 0 100 50.000 7.548
61 67 1 2 4 0 100 38.909 6.023
61 67 2 3 4 0 100 50.000 7.283
61 67 3 4 4 0 100 16.121 7.397
61 67 4 5 4 0 100 17.010 8.164
61 67 5 6 4 0 100 15.068 8.572
61 67 6 7 4 0 100 14.496 8.617
61 67 7 8 4 0 100 15.166 9.022
61 67 8 9 4 0 100 15.438 9.120
61 67 9 10 4 0 100 16.391 9.429
61 67 10 11 4 0 100 16.072 9.639
61 67 11 12 4 0 100 14.466 9.744
61 67 12 13 4 0 100 17.371 10.065
61 67 13 14 4 0 100 16.237 10.412
61 67 14 15 4 0 100 18.378 10.431
61 67 15 16 4 0 100 16.661 10.617
61 67 16 17 4 0 100 20.508 10.904
61 67 17 18 4 0 100 23.058 10.930
61 67 18 19 4 0 100 19.198 11.182
61 67 19 20 4 0 100 20.435 11.158
61 67 20 21 4 0 100 19.812 11.535
61 67 21 22 4 0 100 25.914 12.284
61 67 22 23 4 0 100 25.396 12.107
61 67 23 24 4 0 100 20.650 11.619
61 67 24 25 4 0 100 25.593 12.624
61 67 25 26 4 0 100 27.365 12.571
61 67 26 27 4 0 100 34.720 12.599
61 67 27 28 4 0 100 38.601 13.423
61 67 28 29 4 0 100 43.757 13.006
61 67 29 30 4 0 100 36.512 13.115
61 67 30 31 4 0 100 47.038 12.546
61 67 31 32 4 0 100 50.000 15.057
61 67 32 33 4 0 100 50.000 13.532
61 67 33 34 4 0 100 50.000 15.422
61 67 34 35 4 0 100 50.000 11.576
61 67 35 36 4 0 100 50.000 13.803
61 67 36 37 4 0 100 1.250 100.000
61 67 37 38 4 0 100 1.456 100.000
61 67 38 39 4 0 100 1.526 100.000
61 67 39 40 4 0 100 50.000 13.748
61 67 40 41 4 0 100 50.000 15.612
61 67 41 42 4 0 100 1.687 100.000
61 67 42 43 4 0 100 1.625 100.000
61 67 43 100 4 0 100 1.687 100.000
67 73 1 2 4 0 100 50.000 8.407
67 73 2 3 4 0 100 41.804 7.392
67 73 3 4 4 0 100 17.913 7.823
67 73 4 5 4 0 100 20.018 8.744
67 73 5 6 4 0 100 13.767 8.639
67 73 6 7 4 0 100 16.817 8.725
67 73 7 8 4 0 100 16.427 9.226
67 73 8 9 4 0 100 14.012 9.304
67 73 9 10 4 0 100 18.792 9.258
67 73 10 11 4 0 100 16.622 9.853
67 73 11 12 4 0 100 18.102 10.029
67 73 12 13 4 0 100 18.930 10.038
67 73 13 14 4 0 100 17.908 10.594
67 73 14 15 4 0 100 15.923 10.462
67 73 15 16 4 0 100 18.314 11.026
67 73 16 17 4 0 100 18.369 11.148
67 73 17 18 4 0 100 19.421 11.281
67 73 18 19 4 0 100 20.013 11.387
67 73 19 20 4 0 100 20.967 11.565
67 73 20 21 4 0 100 25.474 11.944
67 73 21 22 4 0 100 20.589 11.905
67 73 22 23 4 0 100 39.012 11.914
67 73 23 24 4 0 100 30.183 12.482
67 73 24 25 4 0 100 50.000 12.355
67 73 25 26 4 0 100 36.821 12.833
67 73 26 27 4 0 100 29.372 12.883
67 73 27 28 4 0 100 40.904 12.993
67 73 28 29 4 0 100 50.000 12.167
67 73 29 30 4 0 100 50.000 13.531
67 73 30 31 4 0 100 50.000 13.998
67 73 31 32 4 0 100 50.000 14.248
67 73 32 33 4 0 100 50.000 14.660
67 73 33 34 4 0 100 1.424 100.000
67 73 34 35 4 0 100 1.368 100.000
67 73 35 36 4 0 100 1.345 100.000
67 73 36 37 4 0 100 1.426 100.000
67 73 37 38 4 0 100 1.586 100.000
67 73 38 39 4 0 100 1.516 100.000
67 73 39 40 4 0 100 1.581 100.000
67 73 40 41 4 0 100 1.582 100.000
67 73 41 42 4 0 100 1.584 100.000
67 73 42 43 4 0 100 1.586 100.000
67 73 43 100 4 0 100 1.638 100.000
73 81 0 1 4 0 100 50.000 7.125
73 81 1 2 4 0 100 50.000 6.517
73 81 2 3 4 0 100 28.056 6.996
73 81 3 4 4 0 100 36.051 7.533
73 81 4 5 4 0 100 20.919 9.094
73 81 5 6 4 0 100 15.390 8.780
73 81 6 7 4 0 100 16.223 8.979
73 81 7 8 4 0 100 16.130 9.172
73 81 8 9 4 0 100 15.078 9.467
73 81 9 10 4 0 100 15.867 9.682
73 81 10 11 4 0 100 16.256 9.866
73 81 11 12 4 0 100 15.065 10.046
73 81 12 13 4 0 100 16.162 10.211
73 81 13 14 4 0 100 18.978 10.752
73 81 14 15 4 0 100 18.407 10.750
73 81 15 16 4 0 100 19.079 10.845
73 81 16 17 4 0 100 20.769 11.267
73 81 17 18 4 0 100 19.748 11.607
73 81 18 19 4 0 100 19.991 11.400
73 81 19 20 4 0 100 31.146 11.976
73 81 20 21 4 0 100 20.389 11.949
73 81 21 22 4 0 100 28.887 11.974
73 81 22 23 4 0 100 22.549 12.942
73 81 23 24 4 0 100 32.645 12.939
73 81 24 25 4 0 100 38.648 13.244
73 81 25 26 4 0 100 48.601 13.287
73 81 26 27 4 0 100 42.050 12.282
73 81 27 28 4 0 100 33.200 12.452
73 81 28 29 4 0 100 50.000 13.604
73 81 29 30 4 0 100 50.000 13.551
73 81 30 31 4 0 100 50.000 12.829
73 81 31 32 4 0 100 50.000 13.866
73 81 32 33 4 0 100 50.000 11.333
73 81 33 34 4 0 100 1.253 100.000
73 81 34 35 4 0 100 50.000 15.423
73 81 35 36 4 0 100 1.419 100.000
73 81 36 37 4 0 100 1.479 100.000
73 81 37 38 4 0 100 50.000 16.505
73 81 38 39 4 0 100 1.481 100.000
73 81 39 40 4 0 100 1.523 100.000
73 81 40 41 4 0 100 1.698 100.000
73 81 41 42 4 0 100 1.687 100.000
73 81 42 43 4 0 100 1.638 100.000
73 81 43 44 4 0 100 1.698 100.000
73 81 44 100 4 0 100 50.000 18.296
81 88 0 1 4 0 100 1.692 100.000
81 88 1 2 4 0 100 50.000 11.491
81 88 2 3 4 0 100 31.679 8.117
81 88 3 4 4 0 100 38.714 8.147
81 88 4 5 4 0 100 28.178 8.725
81 88 5 6 4 0 100 40.527 9.067
81 88 6 7 4 0 100 21.800 8.729
81 88 7 8 4 0 100 19.090 9.863
81 88 8 9 4 0 100 18.590 9.523
81 88 9 10 4 0 100 20.182 9.847
81 88 10 11 4 0 100 19.291 10.181
81 88 11 12 4 0 100 18.899 10.170
81 88 12 13 4 0 100 20.139 10.466
81 88 13 14 4 0 100 21.212 10.971
81 88 14 15 4 0 100 19.445 11.025
81 88 15 16 4 0 100 20.270 11.107
81 88 16 17 4 0 100 26.958 11.450
81 88 17 18 4 0 100 22.117 11.734
81 88 18 19 4 0 100 21.205 11.870
81 88 19 20 4 0 100 29.865 11.759
81 88 20 21 4 0 100 24.990 12.080
81 88 21 22 4 0 100 37.436 12.301
81 88 22 23 4 0 100 42.212 12.567
81 88 23 24 4 0 100 30.386 12.417
81 88 24 25 4 0 100 50.000 13.175
81 88 25 26 4 0 100 37.879 12.767
81 88 26 27 4 0 100 42.507 12.226
81 88 27 28 4 0 100 50.000 13.670
81 88 28 29 4 0 100 50.000 14.237
81 88 29 30 4 0 100 45.144 13.776
81 88 30 31 4 0 100 50.000 11.731
81 88 31 32 4 0 100 50.000 13.843
81 88 32 33 4 0 100 50.000 14.691
81 88 33 34 4 0 100 1.469 100.000
81 88 34 35 4 0 100 1.418 100.000
81 88 35 36 4 0 100 50.000 15.039
81 88 36 37 4 0 100 50.000 15.198
81 88 37 38 4 0 100 1.632 100.000
81 88 38 39 4 0 100 50.000 13.748
81 88 40 41 4 0 100 1.634 100.000
81 88 41 42 4 0 100 1.629 100.000
81 88 42 43 4 0 100 1.688 100.000
81 88 43 100 4 0 100 1.635 100.000
88 97 1 2 4 0 100 50.000 6.937
88 97 2 3 4 0 100 41.086 8.257
88 97 3 4 4 0 100 25.003 7.558
88 97 4 5 4 0 100 34.448 9.443
88 97 5 6 4 0 100 17.336 8.680
88 97 6 7 4 0 100 20.266 9.288
88 97 7 8 4 0 100 19.554 9.286
88 97 8 9 4 0 100 18.047 9.396
88 97 9 10 4 0 100 17.382 9.921
88 97 10 11 4 0 100 19.432 9.960
88 97 11 12 4 0 100 21.762 10.448
88 97 12 13 4 0 100 21.992 10.675
88 97 13 14 4 0 100 20.507 10.944
88 97 14 15 4 0 100 22.535 11.015
88 97 15 16 4 0 100 22.506 10.969
88 97 16 17 4 0 100 17.415 11.694
88 97 17 18 4 0 100 18.695 11.597
88 97 18 19 4 0 100 24.757 12.413
88 97 19 20 4 0 100 24.635 11.690
88 97 20 21 4 0 100 28.927 12.032
88 97 21 22 4 0 100 36.629 12.139
88 97 22 23 4 0 100 32.740 12.587
88 97 23 24 4 0 100 50.000 13.753
88 97 24 25 4 0 100 31.570 12.585
88 97 25 26 4 0 100 50.000 12.554
88 97 26 27 4 0 100 48.278 13.217
88 97 27 28 4 0 100 50.000 12.730
88 97 28 29 4 0 100 50.000 14.057
88 97 29 30 4 0 100 50.000 13.212
88 97 30 31 4 0 100 50.000 13.963
88 97 31 32 4 0 100 50.000 13.619
88 97 32 33 4 0 100 50.000 14.859
88 97 33 34 4 0 100 50.000 14.468
88 97 34 35 4 0 100 1.571 100.000
88 97 35 36 4 0 100 1.564 100.000
88 97 36 37 4 0 100 1.573 100.000
88 97 37 38 4 0 100 1.576 100.000
88 97 38 39 4 0 100 1.687 100.000
88 97 39 40 4 0 100 1.637 100.000
88 97 40 41 4 0 100 1.571 100.000
88 97 41 42 4 0 100 1.636 100.000
88 97 42 100 4 0 100 1.689 100.000
97 106 0 1 4 0 100 1.692 100.000
97 106 1 2 4 0 100 1.564 100.000
97 106 2 3 4 0 100 50.000 5.879
97 106 3 4 4 0 100 47.513 9.135
97 106 4 5 4 0 100 39.324 8.846
97 106 5 6 4 0 100 30.076 8.626
97 106 6 7 4 0 100 36.325 9.430
97 106 7 8 4 0 100 24.037 9.951
97 106 8 9 4 0 100 17.929 9.568
97 106 9 10 4 0 100 19.560 10.057
97 106 10 11 4 0 100 17.399 10.438
97 106 11 12 4 0 100 21.305 10.322
97 106 12 13 4 0 100 18.089 10.557
97 106 13 14 4 0 100 23.245 10.986
97 106 14 15 4 0 100 22.283 11.383
97 106 15 16 4 0 100 16.727 11.092
97 106 16 17 4 0 100 26.760 11.563
97 106 17 18 4 0 100 24.928 11.499
97 106 18 19 4 0 100 27.033 12.013
97 106 19 20 4 0 100 45.660 12.068
97 106 20 21 4 0 100 46.642 12.423
97 106 21 22 4 0 100 37.820 12.656
97 106 22 23 4 0 100 35.270 12.106
97 106 23 24 4 0 100 37.915 13.134
97 106 24 25 4 0 100 42.088 12.877
97 106 25 26 4 0 100 34.137 13.259
97 106 26 27 4 0 100 35.708 11.439
97 106 27 28 4 0 100 50.000 13.606
97 106 28 29 4 0 100 50.000 12.936
97 106 29 30 4 0 100 50.000 14.876
97 106 30 31 4 0 100 1.375 100.000
97 106 31 32 4 0 100 1.416 100.000
97 106 32 33 4 0 100 1.477 100.000
97 106 33 34 4 0 100 1.477 100.000
97 106 34 35 4 0 100 1.475 100.000
97 106 35 36 4 0 100 50.000 12.711
97 106 36 37 4 0 100 1.689 100.000
97 106 38 39 4 0 100 1.520 100.000
97 106 39 40 4 0 100 1.634 100.000
97 106 40 41 4 0 100 1.690 100.000
97 106 42 100 4 0 100 1.698 100.000
106 116 1 2 4 0 100 1.552 100.000
106 116 2 3 4 0 100 50.000 8.811
106 116 3 4 4 0 100 39.402 7.947
106 116 4 5 4 0 100 35.026 9.332
106 116 5 6 4 0 100 50.000 8.021
106 116 6 7 4 0 100 25.313 9.407
106 116 7 8 4 0 100 43.115 10.486
106 116 8 9 4 0 100 17.216 10.055
106 116 9 10 4 0 100 23.726 9.872
106 116 10 11 4 0 100 27.500 10.809
106 116 11 12 4 0 100 29.536 10.524
106 116 12 13 4 0 100 28.426 10.354
106 116 13 14 4 0 100 27.803 10.999
106 116 14 15 4 0 100 23.751 11.055
106 116 15 16 4 0 100 28.302 11.025
106 116 16 17 4 0 100 45.904 11.786
106 116 17 18 4 0 100 29.953 12.272
106 116 18 19 4 0 100 39.369 12.537
106 116 19 20 4 0 100 43.003 12.091
106 116 20 21 4 0 100 50.000 13.148
106 116 21 22 4 0 100 46.214 12.495
106 116 22 23 4 0 100 44.150 12.627
106 116 23 24 4 0 100 40.553 13.173
106 116 24 25 4 0 100 50.000 12.577
106 116 25 26 4 0 100 31.159 14.224
106 116 26 27 4 0 100 50.000 12.413
106 116 27 28 4 0 100 50.000 12.184
106 116 28 29 4 0 100 50.000 14.489
106 116 29 30 4 0 100 50.000 12.591
106 116 30 31 4 0 100 50.000 13.202
106 116 31 32 4 0 100 50.000 14.032
106 116 32 33 4 0 100 1.357 100.000
106 116 33 34 4 0 100 1.419 100.000
106 116 34 35 4 0 100 1.573 100.000
106 116 35 36 4 0 100 1.559 100.000
106 116 36 37 4 0 100 50.000 14.167
106 116 37 38 4 0 100 1.560 100.000
106 116 38 39 4 0 100 1.627 100.000
106 116 39 40 4 0 100 50.000 14.167
106 116 43 44 4 0 100 1.659 100.000
106 116 44 100 4 0 100 1.694 100.000
116 127 1 2 4 0 100 1.556 100.000
116 127 2 3 4 0 100 1.692 100.000
116 127 3 4 4 0 100 31.743 8.182
116 127 4 5 4 0 100 50.000 8.703
116 127 5 6 4 0 100 43.876 9.017
116 127 6 7 4 0 100 23.213 9.815
116 127 7 8 4 0 100 33.614 9.976
116 127 8 9 4 0 100 29.131 9.526
116 127 9 10 4 0 100 24.974 10.772
116 127 10 11 4 0 100 26.454 10.576
116 127 11 12 4 0 100 50.000 10.211
116 127 12 13 4 0 100 25.936 10.690
116 127 13 14 4 0 100 27.980 12.017
116 127 14 15 4 0 100 29.064 11.113
116 127 15 16 4 0 100 30.301 11.743
116 127 16 17 4 0 100 34.441 11.801
116 127 17 18 4 0 100 46.762 12.468
116 127 18 19 4 0 100 33.070 11.968
116 127 19 20 4 0 100 42.773 12.506
116 127 20 21 4 0 100 50.000 12.682
116 127 21 22 4 0 100 50.000 10.330
116 127 22 23 4 0 100 50.000 12.960
116 127 23 24 4 0 100 50.000 12.931
116 127 24 25 4 0 100 50.000 14.016
116 127 25 26 4 0 100 50.000 12.853
116 127 26 27 4 0 100 50.000 12.412
116 127 27 28 4 0 100 50.000 13.837
116 127 28 29 4 0 100 1.396 100.000
116 127 29 30 4 0 100 50.000 15.478
116 127 30 31 4 0 100 1.357 100.000
116 127 31 32 4 0 100 1.415 100.000
116 127 32 33 4 0 100 50.000 17.632
116 127 33 34 4 0 100 1.409 100.000
116 127 34 35 4 0 100 1.687 100.000
116 127 35 36 4 0 100 1.525 100.000
116 127 36 37 4 0 100 1.637 100.000
116 127 37 38 4 0 100 1.692 100.000
116 127 38 39 4 0 100 1.687 100.000
116 127 40 41 4 0 100 1.692 100.000
116 127 41 42 4 0 100 1.692 100.000
116 127 42 100 4 0 100 1.692 100.000
127 4000 1 2 4 0 100 1.481 100.000
127 4000 2 3 4 0 100 50.000 8.652
127 4000 3 4 4 0 100 50.000 9.635
127 4000 4 5 4 0 100 33.517 9.775
127 4000 5 6 4 0 100 23.280 9.746
127 4000 6 7 4 0 100 29.141 10.274
127 4000 7 8 4 0 100 28.774 9.942
127 4000 8 9 4 0 100 26.085 10.075
127 4000 9 10 4 0 100 23.017 11.052
127 4000 10 11 4 0 100 30.355 10.681
127 4000 11 12 4 0 100 17.963 11.137
127 4000 12 13 4 0 100 23.242 10.904
127 4000 13 14 4 0 100 21.939 11.069
127 4000 14 15 4 0 100 30.864 11.849
127 4000 15 16 4 0 100 30.791 12.204
127 4000 16 17 4 0 100 25.417 12.390
127 4000 17 18 4 0 100 31.020 11.742
127 4000 18 19 4 0 100 31.992 12.377
127 4000 19 20 4 0 100 23.939 11.852
127 4000 20 21 4 0 100 36.737 12.977
127 4000 21 22 4 0 100 33.433 13.314
127 4000 22 23 4 0 100 42.471 13.946
127 4000 23 24 4 0 100 50.000 13.695
127 4000 24 25 4 0 100 50.000 14.298
127 4000 25 26 4 0 100 50.000 12.678
127 4000 26 27 4 0 100 1.306 100.000
127 4000 27 28 4 0 100 50.000 13.453
127 4000 28 29 4 0 100 50.000 14.486
127 4000 29 30 4 0 100 50.000 15.582
127 4000 30 31 4 0 100 50.000 13.413
127 4000 31 32 4 0 100 1.333 100.000
127 4000 32 33 4 0 100 50.000 13.828
127 4000 33 34 4 0 100 1.475 100.000
127 4000 34 35 4 0 100 1.575 100.000
127 4000 35 36 4 0 100 1.565 100.000
127 4000 37 38 4 0 100 1.573 100.000
127 4000 38 39 4 0 100 1.689 100.000
127 4000 39 40 4 0 100 1.643 100.000
127 4000 43 44 4 0 100 1.687 100.000
127 4000 44 100 4 0 100 1.687 100.000
